Local Date/Time	Relative Time	flowsensor-a:flow [µL/min]
06/15/2022 13:33:41	00:10:40.655	0.462
06/15/2022 13:33:41	00:10:40.755	0.464
06/15/2022 13:33:42	00:10:41.263	0.465
06/15/2022 13:33:42	00:10:41.672	0.466
06/15/2022 13:33:43	00:10:41.875	0.465
06/15/2022 13:33:43	00:10:42.077	0.466
06/15/2022 13:33:43	00:10:42.179	0.465
06/15/2022 13:33:43	00:10:42.481	0.466
06/15/2022 13:33:44	00:10:43.094	0.464
06/15/2022 13:33:44	00:10:43.298	0.466
06/15/2022 13:33:45	00:10:44.312	0.465
06/15/2022 13:33:45	00:10:44.618	0.466
06/15/2022 13:33:46	00:10:45.121	0.464
06/15/2022 13:33:46	00:10:45.529	0.463
06/15/2022 13:33:46	00:10:45.734	0.466
06/15/2022 13:33:47	00:10:46.039	0.465
06/15/2022 13:33:47	00:10:46.341	0.466
06/15/2022 13:33:47	00:10:46.443	0.465
06/15/2022 13:33:47	00:10:46.545	0.466
06/15/2022 13:33:47	00:10:46.647	0.465
06/15/2022 13:33:49	00:10:47.158	0.466
06/15/2022 13:33:49	00:10:47.361	0.465
06/15/2022 13:33:49	00:10:47.869	0.467
06/15/2022 13:33:50	00:10:47.971	0.464
06/15/2022 13:33:50	00:10:48.075	0.466
06/15/2022 13:33:50	00:10:48.379	0.467
06/15/2022 13:33:50	00:10:48.481	0.465
06/15/2022 13:33:50	00:10:48.584	0.466
06/15/2022 13:33:51	00:10:48.991	0.464
06/15/2022 13:33:51	00:10:49.193	0.466
06/15/2022 13:33:52	00:10:50.008	0.464
06/15/2022 13:33:52	00:10:50.313	0.463
06/15/2022 13:33:52	00:10:50.623	0.464
06/15/2022 13:33:52	00:10:50.929	0.465
06/15/2022 13:33:53	00:10:51.031	0.464
06/15/2022 13:33:53	00:10:51.743	0.465
06/15/2022 13:33:54	00:10:52.555	0.466
06/15/2022 13:33:54	00:10:52.657	0.464
06/15/2022 13:33:54	00:10:52.759	0.465
06/15/2022 13:33:54	00:10:52.861	0.463
06/15/2022 13:33:55	00:10:53.163	0.465
06/15/2022 13:33:55	00:10:53.363	0.463
06/15/2022 13:33:55	00:10:53.771	0.465
06/15/2022 13:33:55	00:10:53.881	0.463
06/15/2022 13:33:56	00:10:54.287	0.465
06/15/2022 13:33:56	00:10:54.791	0.464
06/15/2022 13:33:57	00:10:54.995	0.466
06/15/2022 13:33:57	00:10:55.199	0.464
06/15/2022 13:33:58	00:10:56.417	0.463
06/15/2022 13:33:58	00:10:56.519	0.464
06/15/2022 13:33:58	00:10:56.621	0.463
06/15/2022 13:33:59	00:10:57.633	0.464
06/15/2022 13:33:59	00:10:57.735	0.463
06/15/2022 13:33:59	00:10:57.837	0.464
06/15/2022 13:34:00	00:10:58.041	0.465
06/15/2022 13:34:00	00:10:58.143	0.464
06/15/2022 13:34:00	00:10:58.449	0.465
06/15/2022 13:34:00	00:10:58.851	0.464
06/15/2022 13:34:01	00:10:59.157	0.466
06/15/2022 13:34:01	00:10:59.259	0.464
06/15/2022 13:34:01	00:10:59.666	0.465
06/15/2022 13:34:01	00:10:59.769	0.464
06/15/2022 13:34:02	00:11:00.273	0.463
06/15/2022 13:34:02	00:11:00.375	0.464
06/15/2022 13:34:02	00:11:00.986	0.463
06/15/2022 13:34:03	00:11:01.191	0.461
06/15/2022 13:34:03	00:11:01.291	0.463
06/15/2022 13:34:03	00:11:01.593	0.462
06/15/2022 13:34:03	00:11:01.695	0.463
06/15/2022 13:34:04	00:11:03.020	0.463
06/15/2022 13:34:05	00:11:03.020	0.463
06/15/2022 13:34:05	00:11:03.219	0.464
06/15/2022 13:34:05	00:11:03.321	0.463
06/15/2022 13:34:05	00:11:03.423	0.462
06/15/2022 13:34:05	00:11:03.525	0.463
06/15/2022 13:34:05	00:11:03.729	0.462
06/15/2022 13:34:05	00:11:03.830	0.463
06/15/2022 13:34:06	00:11:04.235	0.464
06/15/2022 13:34:06	00:11:04.335	0.462
06/15/2022 13:34:06	00:11:04.437	0.463
06/15/2022 13:34:06	00:11:04.845	0.462
06/15/2022 13:34:06	00:11:04.947	0.463
06/15/2022 13:34:07	00:11:05.655	0.465
06/15/2022 13:34:07	00:11:05.757	0.463
06/15/2022 13:34:07	00:11:05.859	0.462
06/15/2022 13:34:08	00:11:06.063	0.463
06/15/2022 13:34:08	00:11:06.165	0.462
06/15/2022 13:34:08	00:11:06.369	0.464
06/15/2022 13:34:08	00:11:06.471	0.463
06/15/2022 13:34:08	00:11:06.572	0.464
06/15/2022 13:34:08	00:11:06.674	0.463
06/15/2022 13:34:08	00:11:06.875	0.464
06/15/2022 13:34:09	00:11:07.381	0.465
06/15/2022 13:34:09	00:11:07.789	0.464
06/15/2022 13:34:10	00:11:08.093	0.462
06/15/2022 13:34:10	00:11:08.195	0.464
06/15/2022 13:34:10	00:11:08.299	0.462
06/15/2022 13:34:10	00:11:08.807	0.463
06/15/2022 13:34:10	00:11:08.909	0.462
06/15/2022 13:34:11	00:11:09.215	0.463
06/15/2022 13:34:11	00:11:09.719	0.464
06/15/2022 13:34:11	00:11:09.821	0.462
06/15/2022 13:34:11	00:11:10.025	0.463
06/15/2022 13:34:12	00:11:10.127	0.462
06/15/2022 13:34:12	00:11:10.331	0.463
06/15/2022 13:34:13	00:11:11.147	0.462
06/15/2022 13:34:13	00:11:11.657	0.461
06/15/2022 13:34:13	00:11:11.861	0.462
06/15/2022 13:34:13	00:11:12.064	0.463
06/15/2022 13:34:14	00:11:12.469	0.461
06/15/2022 13:34:14	00:11:12.977	0.462
06/15/2022 13:34:15	00:11:13.181	0.463
06/15/2022 13:34:15	00:11:13.283	0.462
06/15/2022 13:34:15	00:11:13.891	0.463
06/15/2022 13:34:16	00:11:14.095	0.462
06/15/2022 13:34:16	00:11:14.401	0.460
06/15/2022 13:34:16	00:11:14.503	0.461
06/15/2022 13:34:16	00:11:14.605	0.459
06/15/2022 13:34:16	00:11:14.706	0.461
06/15/2022 13:34:16	00:11:14.910	0.462
06/15/2022 13:34:17	00:11:15.315	0.463
06/15/2022 13:34:17	00:11:15.415	0.462
06/15/2022 13:34:17	00:11:15.721	0.463
06/15/2022 13:34:17	00:11:15.925	0.461
06/15/2022 13:34:17	00:11:16.027	0.463
06/15/2022 13:34:18	00:11:16.129	0.462
06/15/2022 13:34:18	00:11:17.041	0.463
06/15/2022 13:34:19	00:11:17.143	0.462
06/15/2022 13:34:19	00:11:17.550	0.463
06/15/2022 13:34:19	00:11:17.754	0.462
06/15/2022 13:34:20	00:11:18.259	0.461
06/15/2022 13:34:20	00:11:18.875	0.462
06/15/2022 13:34:20	00:11:18.976	0.461
06/15/2022 13:34:21	00:11:19.379	0.463
06/15/2022 13:34:21	00:11:19.581	0.462
06/15/2022 13:34:22	00:11:20.498	0.461
06/15/2022 13:34:22	00:11:20.598	0.463
06/15/2022 13:34:22	00:11:20.698	0.462
06/15/2022 13:34:22	00:11:21.001	0.463
06/15/2022 13:34:23	00:11:21.307	0.461
06/15/2022 13:34:23	00:11:21.714	0.462
06/15/2022 13:34:24	00:11:22.527	0.461
06/15/2022 13:34:25	00:11:23.138	0.460
06/15/2022 13:34:25	00:11:23.240	0.461
06/15/2022 13:34:25	00:11:23.342	0.460
06/15/2022 13:34:25	00:11:23.543	0.461
06/15/2022 13:34:26	00:11:24.255	0.463
06/15/2022 13:34:26	00:11:24.357	0.461
06/15/2022 13:34:26	00:11:24.459	0.462
06/15/2022 13:34:26	00:11:24.969	0.461
06/15/2022 13:34:27	00:11:25.783	0.462
06/15/2022 13:34:28	00:11:26.591	0.461
06/15/2022 13:34:28	00:11:26.795	0.460
06/15/2022 13:34:29	00:11:27.304	0.461
06/15/2022 13:34:29	00:11:27.706	0.460
06/15/2022 13:34:29	00:11:27.807	0.458
06/15/2022 13:34:29	00:11:27.909	0.460
06/15/2022 13:34:30	00:11:28.317	0.459
06/15/2022 13:34:30	00:11:28.419	0.460
06/15/2022 13:34:30	00:11:28.724	0.459
06/15/2022 13:34:30	00:11:29.030	0.460
06/15/2022 13:34:30	00:11:29.132	0.459
06/15/2022 13:34:31	00:11:29.233	0.461
06/15/2022 13:34:32	00:11:30.454	0.462
06/15/2022 13:34:32	00:11:30.556	0.460
06/15/2022 13:34:32	00:11:30.761	0.462
06/15/2022 13:34:32	00:11:30.863	0.460
06/15/2022 13:34:32	00:11:30.965	0.462
06/15/2022 13:34:32	00:11:31.067	0.461
06/15/2022 13:34:33	00:11:31.171	0.459
06/15/2022 13:34:33	00:11:31.880	0.460
06/15/2022 13:34:33	00:11:31.981	0.459
06/15/2022 13:34:34	00:11:33.101	0.461
06/15/2022 13:34:35	00:11:33.202	0.460
06/15/2022 13:34:35	00:11:33.402	0.461
06/15/2022 13:34:35	00:11:33.505	0.459
06/15/2022 13:34:35	00:11:33.607	0.460
06/15/2022 13:34:35	00:11:33.709	0.459
06/15/2022 13:34:35	00:11:33.811	0.460
06/15/2022 13:34:36	00:11:34.219	0.459
06/15/2022 13:34:36	00:11:34.520	0.460
06/15/2022 13:34:36	00:11:34.620	0.459
06/15/2022 13:34:36	00:11:34.821	0.460
06/15/2022 13:34:37	00:11:35.331	0.461
06/15/2022 13:34:37	00:11:35.534	0.459
06/15/2022 13:34:38	00:11:36.243	0.458
06/15/2022 13:34:38	00:11:36.447	0.459
06/15/2022 13:34:39	00:11:37.969	0.458
06/15/2022 13:34:39	00:11:38.071	0.460
06/15/2022 13:34:40	00:11:38.578	0.459
06/15/2022 13:34:40	00:11:38.678	0.460
06/15/2022 13:34:40	00:11:38.978	0.461
06/15/2022 13:34:40	00:11:39.081	0.459
06/15/2022 13:34:41	00:11:39.183	0.458
06/15/2022 13:34:41	00:11:39.285	0.460
06/15/2022 13:34:41	00:11:39.692	0.459
06/15/2022 13:34:41	00:11:40.098	0.460
06/15/2022 13:34:42	00:11:40.200	0.458
06/15/2022 13:34:42	00:11:40.302	0.459
06/15/2022 13:34:42	00:11:41.119	0.458
06/15/2022 13:34:43	00:11:41.322	0.459
06/15/2022 13:34:43	00:11:41.622	0.458
06/15/2022 13:34:43	00:11:41.724	0.460
06/15/2022 13:34:44	00:11:42.744	0.458
06/15/2022 13:34:44	00:11:42.946	0.457
06/15/2022 13:34:44	00:11:43.150	0.459
06/15/2022 13:34:45	00:11:43.253	0.458
06/15/2022 13:34:45	00:11:43.355	0.460
06/15/2022 13:34:45	00:11:43.763	0.458
06/15/2022 13:34:45	00:11:44.168	0.459
06/15/2022 13:34:46	00:11:44.570	0.461
06/15/2022 13:34:46	00:11:44.673	0.459
06/15/2022 13:34:46	00:11:44.979	0.460
06/15/2022 13:34:46	00:11:45.183	0.458
06/15/2022 13:34:47	00:11:45.284	0.459
06/15/2022 13:34:47	00:11:45.486	0.458
06/15/2022 13:34:47	00:11:45.788	0.460
06/15/2022 13:34:47	00:11:45.890	0.459
06/15/2022 13:34:48	00:11:46.910	0.458
06/15/2022 13:34:49	00:11:47.621	0.459
06/15/2022 13:34:49	00:11:47.825	0.458
06/15/2022 13:34:49	00:11:48.028	0.459
06/15/2022 13:34:50	00:11:48.939	0.457
06/15/2022 13:34:50	00:11:49.041	0.459
06/15/2022 13:34:51	00:11:49.448	0.457
06/15/2022 13:34:51	00:11:49.550	0.459
06/15/2022 13:34:51	00:11:49.750	0.458
06/15/2022 13:34:51	00:11:49.850	0.459
06/15/2022 13:34:51	00:11:49.952	0.458
06/15/2022 13:34:52	00:11:50.461	0.459
06/15/2022 13:34:52	00:11:50.665	0.458
06/15/2022 13:34:52	00:11:50.970	0.457
06/15/2022 13:34:52	00:11:51.072	0.458
06/15/2022 13:34:53	00:11:51.376	0.457
06/15/2022 13:34:53	00:11:51.580	0.456
06/15/2022 13:34:53	00:11:51.682	0.457
06/15/2022 13:34:53	00:11:51.887	0.458
06/15/2022 13:34:53	00:11:52.192	0.457
06/15/2022 13:34:54	00:11:52.596	0.458
06/15/2022 13:34:54	00:11:52.798	0.459
06/15/2022 13:34:54	00:11:53.104	0.458
06/15/2022 13:34:54	00:11:53.207	0.457
06/15/2022 13:34:55	00:11:53.411	0.459
06/15/2022 13:34:55	00:11:53.614	0.460
06/15/2022 13:34:55	00:11:53.716	0.459
06/15/2022 13:34:55	00:11:54.120	0.458
06/15/2022 13:34:56	00:11:54.324	0.460
06/15/2022 13:34:56	00:11:54.426	0.458
06/15/2022 13:34:56	00:11:55.250	0.457
06/15/2022 13:34:57	00:11:56.061	0.458
06/15/2022 13:34:58	00:11:56.366	0.456
06/15/2022 13:34:58	00:11:56.468	0.458
06/15/2022 13:34:58	00:11:56.570	0.457
06/15/2022 13:34:58	00:11:56.770	0.460
06/15/2022 13:34:58	00:11:56.870	0.458
06/15/2022 13:34:58	00:11:57.276	0.457
06/15/2022 13:34:59	00:11:57.379	0.458
06/15/2022 13:34:59	00:11:57.991	0.456
06/15/2022 13:34:59	00:11:58.092	0.457
06/15/2022 13:34:59	00:11:58.194	0.458
06/15/2022 13:35:00	00:11:58.803	0.457
06/15/2022 13:35:00	00:11:59.007	0.458
06/15/2022 13:35:01	00:11:59.312	0.456
06/15/2022 13:35:01	00:12:00.122	0.457
06/15/2022 13:35:01	00:12:00.327	0.458
06/15/2022 13:35:02	00:12:01.240	0.456
06/15/2022 13:35:03	00:12:01.342	0.457
06/15/2022 13:35:03	00:12:01.649	0.456
06/15/2022 13:35:03	00:12:01.751	0.457
06/15/2022 13:35:03	00:12:02.156	0.456
06/15/2022 13:35:03	00:12:02.256	0.458
06/15/2022 13:35:04	00:12:02.356	0.457
06/15/2022 13:35:04	00:12:02.658	0.458
06/15/2022 13:35:04	00:12:02.862	0.457
06/15/2022 13:35:05	00:12:03.372	0.458
06/15/2022 13:35:05	00:12:03.672	0.457
06/15/2022 13:35:05	00:12:03.874	0.455
06/15/2022 13:35:05	00:12:04.078	0.456
06/15/2022 13:35:05	00:12:04.283	0.455
06/15/2022 13:35:06	00:12:04.487	0.456
06/15/2022 13:35:06	00:12:05.098	0.458
06/15/2022 13:35:07	00:12:05.404	0.456
06/15/2022 13:35:07	00:12:05.608	0.457
06/15/2022 13:35:07	00:12:06.119	0.456
06/15/2022 13:35:07	00:12:06.320	0.458
06/15/2022 13:35:08	00:12:06.622	0.456
06/15/2022 13:35:08	00:12:06.826	0.457
06/15/2022 13:35:08	00:12:07.030	0.455
06/15/2022 13:35:08	00:12:07.133	0.456
06/15/2022 13:35:09	00:12:07.540	0.457
06/15/2022 13:35:09	00:12:08.146	0.456
06/15/2022 13:35:09	00:12:08.248	0.457
06/15/2022 13:35:09	00:12:08.350	0.454
06/15/2022 13:35:10	00:12:08.452	0.456
06/15/2022 13:35:10	00:12:09.262	0.457
06/15/2022 13:35:10	00:12:09.370	0.456
06/15/2022 13:35:11	00:12:09.472	0.457
06/15/2022 13:35:11	00:12:09.676	0.456
06/15/2022 13:35:11	00:12:10.085	0.455
06/15/2022 13:35:11	00:12:10.186	0.456
06/15/2022 13:35:12	00:12:10.792	0.457
06/15/2022 13:35:12	00:12:10.894	0.455
06/15/2022 13:35:12	00:12:10.996	0.457
06/15/2022 13:35:13	00:12:11.405	0.456
06/15/2022 13:35:13	00:12:11.710	0.457
06/15/2022 13:35:14	00:12:12.520	0.455
06/15/2022 13:35:14	00:12:12.622	0.456
06/15/2022 13:35:14	00:12:12.827	0.455
06/15/2022 13:35:14	00:12:12.928	0.454
06/15/2022 13:35:14	00:12:13.031	0.453
06/15/2022 13:35:14	00:12:13.135	0.455
06/15/2022 13:35:15	00:12:13.436	0.457
06/15/2022 13:35:15	00:12:13.538	0.456
06/15/2022 13:35:16	00:12:14.756	0.454
06/15/2022 13:35:16	00:12:15.264	0.456
06/15/2022 13:35:17	00:12:15.672	0.457
06/15/2022 13:35:17	00:12:15.775	0.456
06/15/2022 13:35:17	00:12:16.176	0.455
06/15/2022 13:35:18	00:12:16.584	0.456
06/15/2022 13:35:18	00:12:16.890	0.455
06/15/2022 13:35:19	00:12:17.910	0.456
06/15/2022 13:35:19	00:12:18.012	0.454
06/15/2022 13:35:19	00:12:18.216	0.456
06/15/2022 13:35:19	00:12:18.423	0.454
06/15/2022 13:35:20	00:12:18.826	0.456
06/15/2022 13:35:21	00:12:19.742	0.454
06/15/2022 13:35:22	00:12:20.556	0.456
06/15/2022 13:35:23	00:12:21.670	0.454
06/15/2022 13:35:24	00:12:22.788	0.455
06/15/2022 13:35:24	00:12:22.890	0.454
06/15/2022 13:35:24	00:12:22.990	0.457
06/15/2022 13:35:24	00:12:23.090	0.455
06/15/2022 13:35:24	00:12:23.192	0.456
06/15/2022 13:35:24	00:12:23.396	0.455
06/15/2022 13:35:25	00:12:23.702	0.453
06/15/2022 13:35:25	00:12:23.906	0.454
06/15/2022 13:35:25	00:12:24.310	0.456
06/15/2022 13:35:25	00:12:24.412	0.454
06/15/2022 13:35:26	00:12:24.718	0.456
06/15/2022 13:35:26	00:12:24.821	0.454
06/15/2022 13:35:26	00:12:25.227	0.455
06/15/2022 13:35:26	00:12:25.432	0.457
06/15/2022 13:35:27	00:12:25.532	0.455
06/15/2022 13:35:27	00:12:26.240	0.456
06/15/2022 13:35:28	00:12:26.647	0.454
06/15/2022 13:35:29	00:12:28.274	0.453
06/15/2022 13:35:29	00:12:28.374	0.454
06/15/2022 13:35:29	00:12:28.474	0.453
06/15/2022 13:35:30	00:12:28.574	0.454
06/15/2022 13:35:30	00:12:28.676	0.452
06/15/2022 13:35:30	00:12:28.778	0.454
06/15/2022 13:35:30	00:12:29.288	0.456
06/15/2022 13:35:31	00:12:30.404	0.454
06/15/2022 13:35:32	00:12:30.710	0.453
06/15/2022 13:35:32	00:12:30.812	0.452
06/15/2022 13:35:32	00:12:31.314	0.454
06/15/2022 13:35:33	00:12:31.620	0.453
06/15/2022 13:35:33	00:12:31.824	0.454
06/15/2022 13:35:34	00:12:32.632	0.453
06/15/2022 13:35:34	00:12:33.344	0.454
06/15/2022 13:35:35	00:12:34.358	0.453
06/15/2022 13:35:36	00:12:34.562	0.454
06/15/2022 13:35:36	00:12:34.664	0.455
06/15/2022 13:35:36	00:12:34.765	0.454
06/15/2022 13:35:36	00:12:35.172	0.452
06/15/2022 13:35:36	00:12:35.372	0.454
06/15/2022 13:35:37	00:12:35.780	0.455
06/15/2022 13:35:37	00:12:35.984	0.453
06/15/2022 13:35:37	00:12:36.086	0.455
06/15/2022 13:35:37	00:12:36.187	0.453
06/15/2022 13:35:37	00:12:36.289	0.454
06/15/2022 13:35:38	00:12:36.894	0.452
06/15/2022 13:35:38	00:12:36.998	0.453
06/15/2022 13:35:39	00:12:37.813	0.452
06/15/2022 13:35:39	00:12:37.914	0.453
06/15/2022 13:35:39	00:12:38.520	0.452
06/15/2022 13:35:40	00:12:38.724	0.453
06/15/2022 13:35:40	00:12:38.826	0.452
06/15/2022 13:35:40	00:12:38.928	0.453
06/15/2022 13:35:40	00:12:39.432	0.454
06/15/2022 13:35:40	00:12:39.532	0.453
06/15/2022 13:35:41	00:12:40.144	0.454
06/15/2022 13:35:41	00:12:40.347	0.455
06/15/2022 13:35:41	00:12:40.449	0.453
06/15/2022 13:35:42	00:12:40.551	0.455
06/15/2022 13:35:42	00:12:40.651	0.453
06/15/2022 13:35:42	00:12:40.752	0.455
06/15/2022 13:35:42	00:12:40.852	0.454
06/15/2022 13:35:42	00:12:40.952	0.452
06/15/2022 13:35:42	00:12:41.360	0.451
06/15/2022 13:35:42	00:12:41.462	0.452
06/15/2022 13:35:43	00:12:41.564	0.451
06/15/2022 13:35:43	00:12:42.073	0.454
06/15/2022 13:35:43	00:12:42.276	0.452
06/15/2022 13:35:43	00:12:42.376	0.454
06/15/2022 13:35:44	00:12:42.886	0.452
06/15/2022 13:35:44	00:12:43.395	0.454
06/15/2022 13:35:44	00:12:43.496	0.452
06/15/2022 13:35:45	00:12:43.596	0.453
06/15/2022 13:35:45	00:12:44.002	0.452
06/15/2022 13:35:45	00:12:44.104	0.453
06/15/2022 13:35:45	00:12:44.512	0.455
06/15/2022 13:35:46	00:12:44.715	0.454
06/15/2022 13:35:46	00:12:45.016	0.452
06/15/2022 13:35:47	00:12:45.626	0.451
06/15/2022 13:35:47	00:12:45.830	0.453
06/15/2022 13:35:47	00:12:46.133	0.452
06/15/2022 13:35:47	00:12:46.335	0.453
06/15/2022 13:35:48	00:12:46.640	0.452
06/15/2022 13:35:48	00:12:47.252	0.453
06/15/2022 13:35:48	00:12:47.455	0.451
06/15/2022 13:35:49	00:12:47.858	0.453
06/15/2022 13:35:49	00:12:47.960	0.452
06/15/2022 13:35:49	00:12:48.164	0.454
06/15/2022 13:35:49	00:12:48.266	0.452
06/15/2022 13:35:50	00:12:48.673	0.453
06/15/2022 13:35:50	00:12:49.380	0.452
06/15/2022 13:35:51	00:12:49.686	0.453
06/15/2022 13:35:51	00:12:49.890	0.452
06/15/2022 13:35:52	00:12:50.908	0.450
06/15/2022 13:35:52	00:12:51.112	0.452
06/15/2022 13:35:52	00:12:51.519	0.454
06/15/2022 13:35:53	00:12:51.721	0.453
06/15/2022 13:35:53	00:12:52.224	0.452
06/15/2022 13:35:54	00:12:52.835	0.451
06/15/2022 13:35:54	00:12:52.937	0.452
06/15/2022 13:35:54	00:12:53.039	0.450
06/15/2022 13:35:54	00:12:53.339	0.451
06/15/2022 13:35:54	00:12:53.542	0.450
06/15/2022 13:35:55	00:12:54.256	0.452
06/15/2022 13:35:55	00:12:54.559	0.451
06/15/2022 13:35:56	00:12:54.659	0.452
06/15/2022 13:35:56	00:12:55.064	0.451
06/15/2022 13:35:56	00:12:55.166	0.452
06/15/2022 13:35:56	00:12:55.268	0.450
06/15/2022 13:35:56	00:12:55.370	0.452
06/15/2022 13:35:57	00:12:55.675	0.450
06/15/2022 13:35:57	00:12:56.386	0.452
06/15/2022 13:35:58	00:12:56.794	0.454
06/15/2022 13:35:58	00:12:56.896	0.452
06/15/2022 13:35:58	00:12:57.309	0.451
06/15/2022 13:35:59	00:12:57.818	0.452
06/15/2022 13:35:59	00:12:58.022	0.450
06/15/2022 13:35:59	00:12:58.124	0.452
06/15/2022 13:36:00	00:12:58.833	0.451
06/15/2022 13:36:00	00:12:59.036	0.452
06/15/2022 13:36:00	00:12:59.138	0.451
06/15/2022 13:36:01	00:12:59.749	0.450
06/15/2022 13:36:01	00:12:59.851	0.451
06/15/2022 13:36:01	00:13:00.355	0.450
06/15/2022 13:36:02	00:13:00.764	0.451
06/15/2022 13:36:02	00:13:00.968	0.452
06/15/2022 13:36:02	00:13:01.475	0.453
06/15/2022 13:36:03	00:13:01.675	0.451
06/15/2022 13:36:03	00:13:02.286	0.452
06/15/2022 13:36:03	00:13:02.388	0.450
06/15/2022 13:36:04	00:13:02.793	0.452
06/15/2022 13:36:04	00:13:02.893	0.450
06/15/2022 13:36:04	00:13:03.093	0.449
06/15/2022 13:36:04	00:13:03.195	0.450
06/15/2022 13:36:05	00:13:04.011	0.452
06/15/2022 13:36:05	00:13:04.215	0.449
06/15/2022 13:36:05	00:13:04.315	0.451
06/15/2022 13:36:05	00:13:04.417	0.450
06/15/2022 13:36:06	00:13:05.637	0.452
06/15/2022 13:36:07	00:13:05.739	0.453
06/15/2022 13:36:07	00:13:05.941	0.452
06/15/2022 13:36:08	00:13:06.859	0.450
06/15/2022 13:36:08	00:13:07.265	0.449
06/15/2022 13:36:09	00:13:07.774	0.450
06/15/2022 13:36:10	00:13:09.714	0.450
06/15/2022 13:36:11	00:13:09.714	0.450
06/15/2022 13:36:11	00:13:10.420	0.449
06/15/2022 13:36:12	00:13:10.828	0.450
06/15/2022 13:36:12	00:13:11.031	0.451
06/15/2022 13:36:12	00:13:11.133	0.450
06/15/2022 13:36:13	00:13:12.048	0.452
06/15/2022 13:36:13	00:13:12.150	0.450
06/15/2022 13:36:13	00:13:12.353	0.451
06/15/2022 13:36:14	00:13:12.755	0.450
06/15/2022 13:36:14	00:13:12.855	0.451
06/15/2022 13:36:14	00:13:13.264	0.449
06/15/2022 13:36:14	00:13:13.671	0.448
06/15/2022 13:36:15	00:13:14.379	0.449
06/15/2022 13:36:16	00:13:14.788	0.450
06/15/2022 13:36:16	00:13:15.297	0.449
06/15/2022 13:36:17	00:13:15.799	0.451
06/15/2022 13:36:17	00:13:15.901	0.450
06/15/2022 13:36:17	00:13:16.513	0.449
06/15/2022 13:36:17	00:13:16.615	0.450
06/15/2022 13:36:18	00:13:17.223	0.449
06/15/2022 13:36:19	00:13:18.037	0.450
06/15/2022 13:36:19	00:13:18.239	0.449
06/15/2022 13:36:20	00:13:19.052	0.447
06/15/2022 13:36:20	00:13:19.153	0.450
06/15/2022 13:36:20	00:13:19.255	0.449
06/15/2022 13:36:20	00:13:19.657	0.450
06/15/2022 13:36:21	00:13:19.961	0.449
06/15/2022 13:36:21	00:13:20.063	0.450
06/15/2022 13:36:21	00:13:20.675	0.449
06/15/2022 13:36:22	00:13:21.596	0.447
06/15/2022 13:36:22	00:13:21.698	0.449
06/15/2022 13:36:23	00:13:21.800	0.448
06/15/2022 13:36:23	00:13:21.902	0.449
06/15/2022 13:36:23	00:13:22.307	0.446
06/15/2022 13:36:23	00:13:22.409	0.448
06/15/2022 13:36:23	00:13:22.611	0.450
06/15/2022 13:36:24	00:13:22.815	0.449
06/15/2022 13:36:24	00:13:23.020	0.450
06/15/2022 13:36:24	00:13:23.530	0.448
06/15/2022 13:36:24	00:13:23.631	0.449
06/15/2022 13:36:25	00:13:23.833	0.448
06/15/2022 13:36:25	00:13:23.933	0.447
06/15/2022 13:36:25	00:13:24.035	0.448
06/15/2022 13:36:26	00:13:24.953	0.447
06/15/2022 13:36:26	00:13:25.457	0.449
06/15/2022 13:36:26	00:13:25.763	0.450
06/15/2022 13:36:27	00:13:26.273	0.449
06/15/2022 13:36:27	00:13:26.375	0.450
06/15/2022 13:36:27	00:13:26.579	0.448
06/15/2022 13:36:28	00:13:27.294	0.445
06/15/2022 13:36:28	00:13:27.397	0.447
06/15/2022 13:36:28	00:13:27.701	0.448
06/15/2022 13:36:28	00:13:27.803	0.447
06/15/2022 13:36:29	00:13:28.005	0.449
06/15/2022 13:36:29	00:13:28.617	0.447
06/15/2022 13:36:29	00:13:28.720	0.448
06/15/2022 13:36:29	00:13:28.822	0.447
06/15/2022 13:36:30	00:13:29.025	0.449
06/15/2022 13:36:30	00:13:29.229	0.448
06/15/2022 13:36:30	00:13:29.329	0.450
06/15/2022 13:36:30	00:13:29.429	0.448
06/15/2022 13:36:31	00:13:30.747	0.449
06/15/2022 13:36:31	00:13:30.847	0.446
06/15/2022 13:36:32	00:13:30.949	0.447
06/15/2022 13:36:32	00:13:31.051	0.448
06/15/2022 13:36:32	00:13:31.153	0.447
06/15/2022 13:36:32	00:13:31.255	0.448
06/15/2022 13:36:32	00:13:31.562	0.447
06/15/2022 13:36:32	00:13:31.663	0.448
06/15/2022 13:36:32	00:13:31.765	0.447
06/15/2022 13:36:33	00:13:31.867	0.448
06/15/2022 13:36:33	00:13:31.969	0.446
06/15/2022 13:36:33	00:13:32.271	0.447
06/15/2022 13:36:33	00:13:32.781	0.448
06/15/2022 13:36:34	00:13:32.884	0.447
06/15/2022 13:36:34	00:13:33.189	0.446
06/15/2022 13:36:34	00:13:33.291	0.448
06/15/2022 13:36:34	00:13:33.793	0.447
06/15/2022 13:36:35	00:13:34.406	0.448
06/15/2022 13:36:36	00:13:35.425	0.449
06/15/2022 13:36:36	00:13:35.527	0.446
06/15/2022 13:36:36	00:13:35.732	0.448
06/15/2022 13:36:36	00:13:35.834	0.447
06/15/2022 13:36:37	00:13:36.035	0.448
06/15/2022 13:36:37	00:13:36.135	0.446
06/15/2022 13:36:37	00:13:36.741	0.447
06/15/2022 13:36:37	00:13:36.843	0.449
