Local Date/Time	Relative Time	flowsensor-b:flow [µL/min]
06/15/2022 13:32:05	00:09:03.641	-0.005
06/15/2022 13:32:05	00:09:03.845	-0.007
06/15/2022 13:32:05	00:09:03.947	-0.005
06/15/2022 13:32:06	00:09:04.456	-0.004
06/15/2022 13:32:06	00:09:04.556	-0.005
06/15/2022 13:32:06	00:09:04.860	-0.001
06/15/2022 13:32:06	00:09:04.962	-0.004
06/15/2022 13:32:06	00:09:05.065	-0.005
06/15/2022 13:32:06	00:09:05.167	-0.003
06/15/2022 13:32:07	00:09:05.371	-0.006
06/15/2022 13:32:07	00:09:05.575	-0.003
06/15/2022 13:32:07	00:09:05.677	-0.005
06/15/2022 13:32:07	00:09:05.778	-0.002
06/15/2022 13:32:07	00:09:06.284	-0.004
06/15/2022 13:32:08	00:09:06.897	0.000
06/15/2022 13:32:08	00:09:06.998	-0.004
06/15/2022 13:32:08	00:09:07.101	0.000
06/15/2022 13:32:08	00:09:07.202	-0.003
06/15/2022 13:32:09	00:09:07.402	-0.004
06/15/2022 13:32:09	00:09:07.504	-0.002
06/15/2022 13:32:09	00:09:07.606	-0.004
06/15/2022 13:32:09	00:09:07.708	-0.001
06/15/2022 13:32:09	00:09:07.808	-0.003
06/15/2022 13:32:09	00:09:07.911	-0.001
06/15/2022 13:32:09	00:09:08.217	-0.004
06/15/2022 13:32:09	00:09:08.318	-0.005
06/15/2022 13:32:10	00:09:08.420	-0.004
06/15/2022 13:32:10	00:09:08.522	-0.001
06/15/2022 13:32:10	00:09:08.722	-0.004
06/15/2022 13:32:10	00:09:08.824	-0.001
06/15/2022 13:32:10	00:09:09.130	-0.003
06/15/2022 13:32:10	00:09:09.232	0.000
06/15/2022 13:32:10	00:09:09.335	-0.001
06/15/2022 13:32:11	00:09:09.641	-0.007
06/15/2022 13:32:11	00:09:09.743	-0.003
06/15/2022 13:32:11	00:09:09.947	0.000
06/15/2022 13:32:11	00:09:10.048	-0.003
06/15/2022 13:32:12	00:09:10.456	-0.001
06/15/2022 13:32:12	00:09:10.559	-0.005
06/15/2022 13:32:12	00:09:10.661	-0.004
06/15/2022 13:32:12	00:09:10.763	-0.001
06/15/2022 13:32:12	00:09:10.865	-0.005
06/15/2022 13:32:12	00:09:10.967	-0.003
06/15/2022 13:32:12	00:09:11.069	-0.002
06/15/2022 13:32:12	00:09:11.171	0.000
06/15/2022 13:32:12	00:09:11.273	-0.003
06/15/2022 13:32:13	00:09:11.374	-0.002
06/15/2022 13:32:13	00:09:11.578	-0.003
06/15/2022 13:32:13	00:09:11.680	-0.002
06/15/2022 13:32:13	00:09:11.884	-0.005
06/15/2022 13:32:13	00:09:11.987	-0.004
06/15/2022 13:32:13	00:09:12.089	-0.001
06/15/2022 13:32:13	00:09:12.293	0.000
06/15/2022 13:32:14	00:09:12.701	0.002
06/15/2022 13:32:14	00:09:12.802	-0.001
06/15/2022 13:32:14	00:09:12.904	0.001
06/15/2022 13:32:14	00:09:13.006	-0.002
06/15/2022 13:32:14	00:09:13.108	0.000
06/15/2022 13:32:14	00:09:13.312	-0.001
06/15/2022 13:32:15	00:09:14.026	-0.003
06/15/2022 13:32:15	00:09:14.330	0.000
06/15/2022 13:32:16	00:09:14.534	-0.002
06/15/2022 13:32:16	00:09:14.636	-0.003
06/15/2022 13:32:16	00:09:14.738	0.000
06/15/2022 13:32:16	00:09:14.841	-0.002
06/15/2022 13:32:16	00:09:15.248	-0.003
06/15/2022 13:32:16	00:09:15.350	-0.002
06/15/2022 13:32:17	00:09:15.450	0.000
06/15/2022 13:32:17	00:09:15.854	-0.002
06/15/2022 13:32:17	00:09:16.058	0.000
06/15/2022 13:32:17	00:09:16.160	-0.003
06/15/2022 13:32:17	00:09:16.263	0.001
06/15/2022 13:32:17	00:09:16.365	-0.002
06/15/2022 13:32:18	00:09:16.570	0.001
06/15/2022 13:32:18	00:09:16.672	0.000
06/15/2022 13:32:18	00:09:16.772	-0.002
06/15/2022 13:32:18	00:09:16.874	0.001
06/15/2022 13:32:18	00:09:17.180	-0.001
06/15/2022 13:32:19	00:09:17.384	-0.003
06/15/2022 13:32:19	00:09:17.894	-0.001
06/15/2022 13:32:19	00:09:17.997	-0.003
06/15/2022 13:32:19	00:09:18.200	-0.001
06/15/2022 13:32:19	00:09:18.302	0.001
06/15/2022 13:32:20	00:09:18.408	0.000
06/15/2022 13:32:20	00:09:18.612	0.001
06/15/2022 13:32:20	00:09:19.021	0.003
06/15/2022 13:32:20	00:09:19.327	0.001
06/15/2022 13:32:21	00:09:19.528	-0.001
06/15/2022 13:32:21	00:09:19.730	-0.003
06/15/2022 13:32:21	00:09:19.833	0.000
06/15/2022 13:32:21	00:09:19.935	-0.001
06/15/2022 13:32:21	00:09:20.036	0.001
06/15/2022 13:32:21	00:09:20.138	-0.003
06/15/2022 13:32:21	00:09:20.240	0.001
06/15/2022 13:32:22	00:09:20.445	-0.003
06/15/2022 13:32:22	00:09:20.547	0.000
06/15/2022 13:32:22	00:09:20.954	-0.003
06/15/2022 13:32:22	00:09:21.056	-0.001
06/15/2022 13:32:22	00:09:21.260	0.001
06/15/2022 13:32:23	00:09:21.771	0.000
06/15/2022 13:32:23	00:09:21.975	0.001
06/15/2022 13:32:23	00:09:22.179	0.003
06/15/2022 13:32:23	00:09:22.382	0.000
06/15/2022 13:32:24	00:09:22.686	-0.001
06/15/2022 13:32:24	00:09:22.890	-0.003
06/15/2022 13:32:24	00:09:22.992	-0.001
06/15/2022 13:32:25	00:09:23.400	0.000
06/15/2022 13:32:25	00:09:23.906	0.002
06/15/2022 13:32:25	00:09:24.008	0.000
06/15/2022 13:32:25	00:09:24.110	0.002
06/15/2022 13:32:25	00:09:24.314	-0.001
06/15/2022 13:32:26	00:09:24.417	-0.003
06/15/2022 13:32:26	00:09:24.520	0.004
06/15/2022 13:32:26	00:09:24.623	0.001
06/15/2022 13:32:26	00:09:24.827	-0.003
06/15/2022 13:32:26	00:09:25.030	0.000
06/15/2022 13:32:26	00:09:25.234	0.003
06/15/2022 13:32:26	00:09:25.337	0.000
06/15/2022 13:32:27	00:09:25.438	0.002
06/15/2022 13:32:27	00:09:25.540	0.000
06/15/2022 13:32:27	00:09:25.642	0.002
06/15/2022 13:32:27	00:09:26.152	0.005
06/15/2022 13:32:27	00:09:26.255	0.000
06/15/2022 13:32:27	00:09:26.357	0.002
06/15/2022 13:32:28	00:09:26.458	0.001
06/15/2022 13:32:28	00:09:26.662	-0.001
06/15/2022 13:32:28	00:09:26.764	0.002
06/15/2022 13:32:28	00:09:26.866	0.000
06/15/2022 13:32:28	00:09:26.968	0.002
06/15/2022 13:32:28	00:09:27.172	-0.001
06/15/2022 13:32:29	00:09:27.478	0.001
06/15/2022 13:32:29	00:09:27.682	0.000
06/15/2022 13:32:29	00:09:27.782	0.003
06/15/2022 13:32:29	00:09:28.086	0.001
06/15/2022 13:32:29	00:09:28.290	0.000
06/15/2022 13:32:29	00:09:28.392	0.003
06/15/2022 13:32:30	00:09:28.698	0.000
06/15/2022 13:32:30	00:09:28.801	0.001
06/15/2022 13:32:30	00:09:29.106	0.003
06/15/2022 13:32:30	00:09:29.308	-0.001
06/15/2022 13:32:30	00:09:29.408	-0.002
06/15/2022 13:32:31	00:09:29.510	0.002
06/15/2022 13:32:31	00:09:29.714	0.004
06/15/2022 13:32:31	00:09:29.918	0.003
06/15/2022 13:32:31	00:09:30.020	0.001
06/15/2022 13:32:31	00:09:30.327	-0.002
06/15/2022 13:32:31	00:09:30.437	0.003
06/15/2022 13:32:32	00:09:30.538	0.001
06/15/2022 13:32:32	00:09:30.638	0.003
06/15/2022 13:32:32	00:09:30.740	0.001
06/15/2022 13:32:32	00:09:30.842	0.005
06/15/2022 13:32:32	00:09:31.046	0.002
06/15/2022 13:32:32	00:09:31.148	0.006
06/15/2022 13:32:32	00:09:31.250	0.002
06/15/2022 13:32:32	00:09:31.352	0.004
06/15/2022 13:32:33	00:09:31.556	0.007
06/15/2022 13:32:33	00:09:31.659	0.002
06/15/2022 13:32:33	00:09:31.862	0.004
06/15/2022 13:32:33	00:09:31.962	0.005
06/15/2022 13:32:33	00:09:32.062	-0.001
06/15/2022 13:32:33	00:09:32.164	0.003
06/15/2022 13:32:33	00:09:32.266	0.004
06/15/2022 13:32:33	00:09:32.368	0.001
06/15/2022 13:32:34	00:09:32.572	0.003
06/15/2022 13:32:34	00:09:32.878	0.001
06/15/2022 13:32:34	00:09:32.980	0.003
06/15/2022 13:32:34	00:09:33.083	0.005
06/15/2022 13:32:34	00:09:33.185	0.004
06/15/2022 13:32:34	00:09:33.286	0.005
06/15/2022 13:32:35	00:09:33.590	0.008
06/15/2022 13:32:35	00:09:33.692	0.005
06/15/2022 13:32:35	00:09:33.794	0.002
06/15/2022 13:32:35	00:09:33.896	0.005
06/15/2022 13:32:35	00:09:33.998	0.004
06/15/2022 13:32:35	00:09:34.100	0.002
06/15/2022 13:32:35	00:09:34.202	0.004
06/15/2022 13:32:35	00:09:34.304	0.002
06/15/2022 13:32:35	00:09:34.407	0.006
06/15/2022 13:32:36	00:09:34.508	0.007
06/15/2022 13:32:36	00:09:34.611	0.004
06/15/2022 13:32:36	00:09:34.814	0.005
06/15/2022 13:32:36	00:09:35.018	0.004
06/15/2022 13:32:36	00:09:35.120	0.006
06/15/2022 13:32:37	00:09:36.138	0.005
06/15/2022 13:32:37	00:09:36.238	0.007
06/15/2022 13:32:37	00:09:36.344	0.004
06/15/2022 13:32:38	00:09:36.548	0.008
06/15/2022 13:32:38	00:09:36.650	0.005
06/15/2022 13:32:38	00:09:36.752	0.003
06/15/2022 13:32:38	00:09:36.854	0.007
06/15/2022 13:32:38	00:09:36.956	0.005
06/15/2022 13:32:38	00:09:37.058	0.008
06/15/2022 13:32:38	00:09:37.160	0.006
06/15/2022 13:32:38	00:09:37.364	0.009
06/15/2022 13:32:38	00:09:37.467	0.004
06/15/2022 13:32:39	00:09:37.668	0.007
06/15/2022 13:32:39	00:09:37.872	0.008
06/15/2022 13:32:39	00:09:37.974	0.006
06/15/2022 13:32:39	00:09:38.076	0.009
06/15/2022 13:32:39	00:09:38.178	0.005
06/15/2022 13:32:39	00:09:38.280	0.007
06/15/2022 13:32:39	00:09:38.382	0.010
06/15/2022 13:32:40	00:09:38.484	0.009
06/15/2022 13:32:40	00:09:38.586	0.006
06/15/2022 13:32:40	00:09:38.788	0.010
06/15/2022 13:32:40	00:09:38.890	0.007
06/15/2022 13:32:40	00:09:39.092	0.005
06/15/2022 13:32:40	00:09:39.194	0.007
06/15/2022 13:32:41	00:09:39.500	0.010
06/15/2022 13:32:41	00:09:39.616	0.008
06/15/2022 13:32:41	00:09:39.720	0.006
06/15/2022 13:32:41	00:09:39.822	0.009
06/15/2022 13:32:41	00:09:39.924	0.008
06/15/2022 13:32:41	00:09:40.216	0.011
06/15/2022 13:32:41	00:09:40.430	0.008
06/15/2022 13:32:42	00:09:40.848	0.009
06/15/2022 13:32:42	00:09:41.152	0.007
06/15/2022 13:32:42	00:09:41.218	0.009
06/15/2022 13:32:43	00:09:41.578	0.011
06/15/2022 13:32:43	00:09:41.656	0.008
06/15/2022 13:32:43	00:09:41.736	0.012
06/15/2022 13:32:43	00:09:41.818	0.007
06/15/2022 13:32:43	00:09:42.076	0.009
06/15/2022 13:32:43	00:09:42.166	0.012
06/15/2022 13:32:43	00:09:42.352	0.010
06/15/2022 13:32:44	00:09:42.648	0.008
06/15/2022 13:32:44	00:09:43.156	0.009
06/15/2022 13:32:44	00:09:43.258	0.007
06/15/2022 13:32:44	00:09:43.360	0.009
06/15/2022 13:32:45	00:09:43.564	0.011
06/15/2022 13:32:45	00:09:44.074	0.008
06/15/2022 13:32:45	00:09:44.176	0.009
06/15/2022 13:32:46	00:09:44.686	0.010
06/15/2022 13:32:46	00:09:44.890	0.013
06/15/2022 13:32:46	00:09:44.992	0.008
06/15/2022 13:32:46	00:09:45.298	0.007
06/15/2022 13:32:46	00:09:45.399	0.008
06/15/2022 13:32:47	00:09:45.603	0.013
06/15/2022 13:32:47	00:09:45.704	0.010
06/15/2022 13:32:47	00:09:45.906	0.007
06/15/2022 13:32:47	00:09:46.006	0.009
06/15/2022 13:32:47	00:09:46.516	0.011
06/15/2022 13:32:48	00:09:46.618	0.008
06/15/2022 13:32:48	00:09:47.023	0.011
06/15/2022 13:32:48	00:09:47.124	0.009
06/15/2022 13:32:48	00:09:47.324	0.011
06/15/2022 13:32:48	00:09:47.426	0.009
06/15/2022 13:32:48	00:09:47.528	0.011
06/15/2022 13:32:49	00:09:48.038	0.008
06/15/2022 13:32:49	00:09:48.140	0.011
06/15/2022 13:32:49	00:09:48.544	0.008
06/15/2022 13:32:50	00:09:48.744	0.010
06/15/2022 13:32:50	00:09:48.948	0.008
06/15/2022 13:32:50	00:09:49.152	0.011
06/15/2022 13:32:51	00:09:49.560	0.012
06/15/2022 13:32:51	00:09:49.964	0.010
06/15/2022 13:32:51	00:09:50.166	0.008
06/15/2022 13:32:51	00:09:50.268	0.010
06/15/2022 13:32:51	00:09:50.372	0.008
06/15/2022 13:32:52	00:09:50.576	0.010
06/15/2022 13:32:52	00:09:50.780	0.013
06/15/2022 13:32:52	00:09:50.881	0.011
06/15/2022 13:32:52	00:09:51.284	0.009
06/15/2022 13:32:52	00:09:51.384	0.011
06/15/2022 13:32:52	00:09:51.484	0.008
06/15/2022 13:32:53	00:09:51.688	0.012
06/15/2022 13:32:53	00:09:51.892	0.010
06/15/2022 13:32:53	00:09:52.198	0.013
06/15/2022 13:32:53	00:09:52.300	0.011
06/15/2022 13:32:53	00:09:52.402	0.009
06/15/2022 13:32:53	00:09:52.503	0.012
06/15/2022 13:32:54	00:09:52.603	0.009
06/15/2022 13:32:54	00:09:52.704	0.011
06/15/2022 13:32:54	00:09:52.804	0.009
06/15/2022 13:32:54	00:09:52.906	0.013
06/15/2022 13:32:54	00:09:53.008	0.014
06/15/2022 13:32:54	00:09:53.110	0.013
06/15/2022 13:32:54	00:09:53.212	0.011
06/15/2022 13:32:54	00:09:53.314	0.009
06/15/2022 13:32:54	00:09:53.416	0.013
06/15/2022 13:32:54	00:09:53.518	0.009
06/15/2022 13:32:55	00:09:53.620	0.010
06/15/2022 13:32:55	00:09:53.922	0.013
06/15/2022 13:32:55	00:09:54.022	0.011
06/15/2022 13:32:55	00:09:54.124	0.013
06/15/2022 13:32:55	00:09:54.328	0.009
06/15/2022 13:32:55	00:09:54.430	0.012
06/15/2022 13:32:56	00:09:54.736	0.010
06/15/2022 13:32:56	00:09:54.838	0.013
06/15/2022 13:32:56	00:09:55.342	0.015
06/15/2022 13:32:56	00:09:55.444	0.013
06/15/2022 13:32:57	00:09:55.750	0.014
06/15/2022 13:32:57	00:09:55.954	0.016
06/15/2022 13:32:57	00:09:56.056	0.013
06/15/2022 13:32:57	00:09:56.158	0.014
06/15/2022 13:32:57	00:09:56.259	0.013
06/15/2022 13:32:57	00:09:56.359	0.011
06/15/2022 13:32:57	00:09:56.459	0.013
06/15/2022 13:32:57	00:09:56.561	0.011
06/15/2022 13:32:58	00:09:56.764	0.013
06/15/2022 13:32:58	00:09:57.070	0.012
06/15/2022 13:32:58	00:09:57.172	0.013
06/15/2022 13:32:58	00:09:57.274	0.012
06/15/2022 13:32:58	00:09:57.478	0.013
06/15/2022 13:32:58	00:09:57.579	0.011
06/15/2022 13:32:59	00:09:57.781	0.013
06/15/2022 13:32:59	00:09:57.981	0.016
06/15/2022 13:32:59	00:09:58.082	0.014
06/15/2022 13:32:59	00:09:58.184	0.013
06/15/2022 13:32:59	00:09:58.388	0.017
06/15/2022 13:32:59	00:09:58.490	0.016
06/15/2022 13:33:00	00:09:58.796	0.013
06/15/2022 13:33:00	00:09:58.898	0.011
06/15/2022 13:33:00	00:09:58.999	0.013
06/15/2022 13:33:00	00:09:59.201	0.015
06/15/2022 13:33:00	00:09:59.301	0.013
06/15/2022 13:33:01	00:09:59.715	0.012
06/15/2022 13:33:01	00:09:59.818	0.015
06/15/2022 13:33:01	00:10:00.022	0.013
06/15/2022 13:33:01	00:10:00.124	0.015
06/15/2022 13:33:01	00:10:00.427	0.017
06/15/2022 13:33:02	00:10:00.932	0.015
06/15/2022 13:33:02	00:10:01.034	0.017
06/15/2022 13:33:02	00:10:01.136	0.015
06/15/2022 13:33:02	00:10:01.238	0.018
06/15/2022 13:33:02	00:10:01.442	0.017
06/15/2022 13:33:03	00:10:01.645	0.015
06/15/2022 13:33:03	00:10:01.847	0.017
06/15/2022 13:33:03	00:10:02.048	0.018
06/15/2022 13:33:03	00:10:02.150	0.015
06/15/2022 13:33:03	00:10:02.252	0.017
06/15/2022 13:33:03	00:10:02.354	0.015
06/15/2022 13:33:04	00:10:02.762	0.017
06/15/2022 13:33:04	00:10:03.267	0.015
06/15/2022 13:33:04	00:10:03.367	0.017
06/15/2022 13:33:04	00:10:03.570	0.019
06/15/2022 13:33:05	00:10:03.774	0.017
06/15/2022 13:33:05	00:10:03.876	0.018
06/15/2022 13:33:05	00:10:04.080	0.016
06/15/2022 13:33:05	00:10:04.182	0.019
06/15/2022 13:33:05	00:10:04.284	0.016
06/15/2022 13:33:05	00:10:04.385	0.017
06/15/2022 13:33:05	00:10:04.589	0.016
06/15/2022 13:33:06	00:10:04.689	0.019
06/15/2022 13:33:06	00:10:04.789	0.017
06/15/2022 13:33:06	00:10:04.892	0.019
06/15/2022 13:33:06	00:10:05.096	0.016
06/15/2022 13:33:06	00:10:05.198	0.019
06/15/2022 13:33:06	00:10:05.300	0.017
06/15/2022 13:33:06	00:10:05.402	0.015
06/15/2022 13:33:06	00:10:05.504	0.018
06/15/2022 13:33:07	00:10:05.707	0.016
06/15/2022 13:33:07	00:10:05.809	0.019
06/15/2022 13:33:07	00:10:06.009	0.016
06/15/2022 13:33:07	00:10:06.109	0.017
06/15/2022 13:33:07	00:10:06.209	0.019
06/15/2022 13:33:07	00:10:06.312	0.020
06/15/2022 13:33:07	00:10:06.414	0.017
06/15/2022 13:33:07	00:10:06.618	0.021
06/15/2022 13:33:08	00:10:06.720	0.019
06/15/2022 13:33:08	00:10:06.822	0.018
06/15/2022 13:33:08	00:10:07.127	0.019
06/15/2022 13:33:08	00:10:07.229	0.018
06/15/2022 13:33:08	00:10:07.331	0.020
06/15/2022 13:33:08	00:10:07.433	0.017
06/15/2022 13:33:09	00:10:07.736	0.020
06/15/2022 13:33:09	00:10:07.838	0.016
06/15/2022 13:33:09	00:10:08.042	0.019
06/15/2022 13:33:09	00:10:08.144	0.017
06/15/2022 13:33:09	00:10:08.453	0.019
06/15/2022 13:33:09	00:10:08.555	0.017
06/15/2022 13:33:09	00:10:08.657	0.019
06/15/2022 13:33:10	00:10:08.757	0.020
06/15/2022 13:33:10	00:10:08.857	0.023
06/15/2022 13:33:10	00:10:08.959	0.021
06/15/2022 13:33:10	00:10:09.164	0.017
06/15/2022 13:33:10	00:10:09.266	0.020
06/15/2022 13:33:10	00:10:09.368	0.018
06/15/2022 13:33:10	00:10:09.470	0.020
06/15/2022 13:33:11	00:10:09.980	0.018
06/15/2022 13:33:11	00:10:10.183	0.020
06/15/2022 13:33:11	00:10:10.283	0.021
06/15/2022 13:33:11	00:10:10.384	0.020
06/15/2022 13:33:12	00:10:10.690	0.022
06/15/2022 13:33:12	00:10:10.894	0.019
06/15/2022 13:33:12	00:10:11.301	0.023
06/15/2022 13:33:12	00:10:11.401	0.019
06/15/2022 13:33:12	00:10:11.503	0.021
06/15/2022 13:33:13	00:10:11.805	0.020
06/15/2022 13:33:13	00:10:12.010	0.018
06/15/2022 13:33:13	00:10:12.112	0.020
06/15/2022 13:33:13	00:10:12.214	0.023
06/15/2022 13:33:13	00:10:12.316	0.017
06/15/2022 13:33:13	00:10:12.418	0.021
06/15/2022 13:33:14	00:10:12.823	0.018
06/15/2022 13:33:14	00:10:13.023	0.021
06/15/2022 13:33:14	00:10:13.123	0.019
06/15/2022 13:33:14	00:10:13.225	0.021
06/15/2022 13:33:14	00:10:13.328	0.019
06/15/2022 13:33:14	00:10:13.430	0.022
06/15/2022 13:33:14	00:10:13.532	0.020
06/15/2022 13:33:15	00:10:13.736	0.018
06/15/2022 13:33:15	00:10:13.838	0.021
06/15/2022 13:33:15	00:10:13.940	0.020
06/15/2022 13:33:15	00:10:14.343	0.021
06/15/2022 13:33:15	00:10:14.543	0.023
06/15/2022 13:33:16	00:10:15.156	0.022
06/15/2022 13:33:16	00:10:15.359	0.024
06/15/2022 13:33:16	00:10:15.461	0.021
06/15/2022 13:33:17	00:10:15.763	0.023
06/15/2022 13:33:17	00:10:15.963	0.025
06/15/2022 13:33:17	00:10:16.065	0.023
06/15/2022 13:33:17	00:10:16.275	0.021
06/15/2022 13:33:17	00:10:16.376	0.023
06/15/2022 13:33:17	00:10:16.580	0.021
06/15/2022 13:33:17	00:10:16.682	0.023
06/15/2022 13:33:18	00:10:16.784	0.026
06/15/2022 13:33:18	00:10:16.885	0.023
06/15/2022 13:33:18	00:10:17.085	0.025
06/15/2022 13:33:18	00:10:17.185	0.021
06/15/2022 13:33:18	00:10:17.285	0.024
06/15/2022 13:33:18	00:10:17.388	0.023
06/15/2022 13:33:18	00:10:17.490	0.024
06/15/2022 13:33:19	00:10:17.796	0.023
06/15/2022 13:33:19	00:10:18.000	0.025
06/15/2022 13:33:19	00:10:18.207	0.021
06/15/2022 13:33:19	00:10:18.309	0.019
06/15/2022 13:33:19	00:10:18.409	0.021
06/15/2022 13:33:19	00:10:18.609	0.024
06/15/2022 13:33:20	00:10:18.811	0.022
06/15/2022 13:33:20	00:10:18.913	0.025
06/15/2022 13:33:20	00:10:19.016	0.028
06/15/2022 13:33:20	00:10:19.118	0.024
06/15/2022 13:33:20	00:10:19.220	0.025
06/15/2022 13:33:20	00:10:19.322	0.024
06/15/2022 13:33:20	00:10:19.628	0.026
06/15/2022 13:33:20	00:10:19.729	0.024
06/15/2022 13:33:21	00:10:19.931	0.027
06/15/2022 13:33:21	00:10:20.031	0.025
06/15/2022 13:33:21	00:10:20.235	0.026
06/15/2022 13:33:21	00:10:20.440	0.025
06/15/2022 13:33:21	00:10:20.542	0.022
06/15/2022 13:33:22	00:10:20.746	0.024
06/15/2022 13:33:22	00:10:20.950	0.025
06/15/2022 13:33:22	00:10:21.453	0.023
06/15/2022 13:33:22	00:10:21.657	0.028
06/15/2022 13:33:23	00:10:21.862	0.026
06/15/2022 13:33:23	00:10:22.066	0.030
06/15/2022 13:33:23	00:10:22.168	0.027
06/15/2022 13:33:23	00:10:22.573	0.025
06/15/2022 13:33:23	00:10:22.673	0.027
06/15/2022 13:33:24	00:10:23.386	0.025
06/15/2022 13:33:24	00:10:23.692	0.028
06/15/2022 13:33:25	00:10:23.793	0.026
06/15/2022 13:33:25	00:10:23.896	0.028
06/15/2022 13:33:25	00:10:23.998	0.030
06/15/2022 13:33:25	00:10:24.099	0.028
06/15/2022 13:33:25	00:10:24.201	0.030
06/15/2022 13:33:25	00:10:24.301	0.026
06/15/2022 13:33:25	00:10:24.505	0.028
06/15/2022 13:33:26	00:10:24.914	0.030
06/15/2022 13:33:26	00:10:25.016	0.026
06/15/2022 13:33:26	00:10:25.118	0.027
06/15/2022 13:33:26	00:10:25.419	0.029
06/15/2022 13:33:26	00:10:25.519	0.028
06/15/2022 13:33:26	00:10:25.619	0.026
06/15/2022 13:33:27	00:10:26.232	0.028
06/15/2022 13:33:27	00:10:26.334	0.026
06/15/2022 13:33:27	00:10:26.436	0.028
06/15/2022 13:33:27	00:10:26.538	0.026
06/15/2022 13:33:27	00:10:26.639	0.028
06/15/2022 13:33:28	00:10:26.843	0.030
06/15/2022 13:33:28	00:10:26.943	0.027
06/15/2022 13:33:28	00:10:27.045	0.030
06/15/2022 13:33:28	00:10:27.454	0.027
06/15/2022 13:33:28	00:10:27.760	0.029
06/15/2022 13:33:29	00:10:28.065	0.027
06/15/2022 13:33:29	00:10:28.267	0.029
06/15/2022 13:33:29	00:10:28.367	0.028
06/15/2022 13:33:29	00:10:28.469	0.029
06/15/2022 13:33:29	00:10:28.673	0.031
06/15/2022 13:33:29	00:10:28.775	0.028
06/15/2022 13:33:30	00:10:28.980	0.030
06/15/2022 13:33:30	00:10:29.184	0.026
06/15/2022 13:33:30	00:10:29.387	0.031
06/15/2022 13:33:30	00:10:29.689	0.030
06/15/2022 13:33:30	00:10:29.789	0.028
06/15/2022 13:33:31	00:10:29.993	0.026
06/15/2022 13:33:31	00:10:30.095	0.030
06/15/2022 13:33:31	00:10:30.504	0.028
06/15/2022 13:33:31	00:10:30.707	0.032
06/15/2022 13:33:32	00:10:30.913	0.030
06/15/2022 13:33:32	00:10:31.013	0.032
06/15/2022 13:33:32	00:10:31.113	0.030
06/15/2022 13:33:32	00:10:31.519	0.032
06/15/2022 13:33:32	00:10:31.622	0.027
06/15/2022 13:33:32	00:10:31.724	0.031
06/15/2022 13:33:33	00:10:32.633	0.032
06/15/2022 13:33:34	00:10:32.837	0.030
06/15/2022 13:33:34	00:10:32.939	0.032
06/15/2022 13:33:34	00:10:33.042	0.030
06/15/2022 13:33:34	00:10:33.246	0.034
06/15/2022 13:33:34	00:10:33.348	0.031
06/15/2022 13:33:34	00:10:33.751	0.033
06/15/2022 13:33:35	00:10:34.053	0.031
06/15/2022 13:33:35	00:10:34.359	0.029
06/15/2022 13:33:35	00:10:34.462	0.033
06/15/2022 13:33:35	00:10:34.666	0.030
06/15/2022 13:33:35	00:10:34.768	0.032
06/15/2022 13:33:36	00:10:35.171	0.035
06/15/2022 13:33:36	00:10:35.271	0.034
06/15/2022 13:33:36	00:10:35.473	0.032
06/15/2022 13:33:36	00:10:35.779	0.034
06/15/2022 13:33:37	00:10:35.882	0.032
06/15/2022 13:33:37	00:10:35.984	0.034
06/15/2022 13:33:37	00:10:36.086	0.032
06/15/2022 13:33:37	00:10:36.293	0.034
06/15/2022 13:33:37	00:10:36.393	0.032
06/15/2022 13:33:37	00:10:36.495	0.035
06/15/2022 13:33:37	00:10:36.595	0.033
06/15/2022 13:33:37	00:10:36.797	0.031
06/15/2022 13:33:38	00:10:37.001	0.033
06/15/2022 13:33:38	00:10:37.205	0.030
06/15/2022 13:33:38	00:10:37.308	0.034
06/15/2022 13:33:38	00:10:37.410	0.035
06/15/2022 13:33:38	00:10:37.511	0.033
06/15/2022 13:33:38	00:10:37.614	0.034
06/15/2022 13:33:38	00:10:37.715	0.031
06/15/2022 13:33:39	00:10:38.319	0.034
06/15/2022 13:33:39	00:10:38.625	0.035
06/15/2022 13:33:40	00:10:39.033	0.032
06/15/2022 13:33:40	00:10:39.135	0.035
06/15/2022 13:33:40	00:10:39.235	0.034
06/15/2022 13:33:40	00:10:39.435	0.035
06/15/2022 13:33:40	00:10:39.535	0.034
06/15/2022 13:33:40	00:10:39.841	0.032
06/15/2022 13:33:41	00:10:39.943	0.034
06/15/2022 13:33:41	00:10:40.148	0.039
06/15/2022 13:33:41	00:10:40.250	0.034
06/15/2022 13:33:41	00:10:40.352	0.035
06/15/2022 13:33:41	00:10:40.453	0.036
06/15/2022 13:33:42	00:10:40.857	0.038
06/15/2022 13:33:42	00:10:40.957	0.034
06/15/2022 13:33:42	00:10:41.161	0.038
06/15/2022 13:33:42	00:10:41.263	0.037
06/15/2022 13:33:42	00:10:41.365	0.034
06/15/2022 13:33:42	00:10:41.570	0.036
06/15/2022 13:33:42	00:10:41.672	0.034
06/15/2022 13:33:42	00:10:41.773	0.033
06/15/2022 13:33:43	00:10:41.975	0.034
06/15/2022 13:33:43	00:10:42.078	0.033
06/15/2022 13:33:43	00:10:42.279	0.036
06/15/2022 13:33:43	00:10:42.481	0.037
06/15/2022 13:33:43	00:10:42.685	0.035
06/15/2022 13:33:44	00:10:42.992	0.033
