Local Date/Time	Relative Time	setflow-a:setflow [µL/min]
06/15/2022 13:32:08	00:09:07.101	0.198
06/15/2022 13:32:08	00:09:07.202	0.200
06/15/2022 13:32:08	00:09:07.302	0.201
06/15/2022 13:32:09	00:09:07.402	0.202
06/15/2022 13:32:09	00:09:07.504	0.204
06/15/2022 13:32:09	00:09:07.606	0.205
06/15/2022 13:32:09	00:09:07.708	0.206
06/15/2022 13:32:09	00:09:07.808	0.207
06/15/2022 13:32:09	00:09:07.911	0.209
06/15/2022 13:32:09	00:09:08.013	0.210
06/15/2022 13:32:09	00:09:08.115	0.211
06/15/2022 13:32:09	00:09:08.217	0.213
06/15/2022 13:32:09	00:09:08.318	0.214
06/15/2022 13:32:10	00:09:08.420	0.215
06/15/2022 13:32:10	00:09:08.522	0.216
06/15/2022 13:32:10	00:09:08.622	0.218
06/15/2022 13:32:10	00:09:08.722	0.219
06/15/2022 13:32:10	00:09:08.824	0.221
06/15/2022 13:32:10	00:09:08.926	0.222
06/15/2022 13:32:10	00:09:09.028	0.223
06/15/2022 13:32:10	00:09:09.130	0.224
06/15/2022 13:32:10	00:09:09.232	0.226
06/15/2022 13:32:10	00:09:09.335	0.227
06/15/2022 13:32:11	00:09:09.437	0.228
06/15/2022 13:32:11	00:09:09.539	0.230
06/15/2022 13:32:11	00:09:09.641	0.231
06/15/2022 13:32:11	00:09:09.742	0.232
06/15/2022 13:32:11	00:09:09.845	0.234
06/15/2022 13:32:11	00:09:09.946	0.235
06/15/2022 13:32:11	00:09:10.048	0.236
06/15/2022 13:32:11	00:09:10.150	0.238
06/15/2022 13:32:11	00:09:10.252	0.239
06/15/2022 13:32:12	00:09:10.354	0.240
06/15/2022 13:32:12	00:09:10.456	0.242
06/15/2022 13:32:12	00:09:10.559	0.243
06/15/2022 13:32:12	00:09:10.661	0.244
06/15/2022 13:32:12	00:09:10.763	0.245
06/15/2022 13:32:12	00:09:10.865	0.247
06/15/2022 13:32:12	00:09:10.967	0.248
06/15/2022 13:32:12	00:09:11.069	0.250
06/15/2022 13:32:12	00:09:11.170	0.251
06/15/2022 13:32:12	00:09:11.272	0.252
06/15/2022 13:32:13	00:09:11.374	0.253
06/15/2022 13:32:13	00:09:11.476	0.255
06/15/2022 13:32:13	00:09:11.578	0.256
06/15/2022 13:32:13	00:09:11.680	0.257
06/15/2022 13:32:13	00:09:11.782	0.259
06/15/2022 13:32:13	00:09:11.884	0.260
06/15/2022 13:32:13	00:09:11.987	0.261
06/15/2022 13:32:13	00:09:12.089	0.263
06/15/2022 13:32:13	00:09:12.191	0.264
06/15/2022 13:32:13	00:09:12.293	0.265
06/15/2022 13:32:14	00:09:12.394	0.267
06/15/2022 13:32:14	00:09:12.496	0.268
06/15/2022 13:32:14	00:09:12.599	0.271
06/15/2022 13:32:14	00:09:12.700	0.272
06/15/2022 13:32:14	00:09:12.802	0.273
06/15/2022 13:32:14	00:09:12.904	0.275
06/15/2022 13:32:14	00:09:13.006	0.276
06/15/2022 13:32:14	00:09:13.108	0.277
06/15/2022 13:32:14	00:09:13.210	0.279
06/15/2022 13:32:14	00:09:13.312	0.280
06/15/2022 13:32:15	00:09:13.415	0.281
06/15/2022 13:32:15	00:09:13.517	0.283
06/15/2022 13:32:15	00:09:13.619	0.284
06/15/2022 13:32:15	00:09:13.721	0.285
06/15/2022 13:32:15	00:09:13.822	0.286
06/15/2022 13:32:15	00:09:13.925	0.288
06/15/2022 13:32:15	00:09:14.026	0.289
06/15/2022 13:32:15	00:09:14.128	0.290
06/15/2022 13:32:15	00:09:14.228	0.292
06/15/2022 13:32:15	00:09:14.330	0.293
06/15/2022 13:32:16	00:09:14.432	0.294
06/15/2022 13:32:16	00:09:14.534	0.296
06/15/2022 13:32:16	00:09:14.636	0.297
06/15/2022 13:32:16	00:09:14.738	0.298
06/15/2022 13:32:16	00:09:14.841	0.300
06/15/2022 13:32:16	00:09:14.943	0.301
06/15/2022 13:32:16	00:09:15.045	0.302
06/15/2022 13:32:16	00:09:15.146	0.303
06/15/2022 13:32:16	00:09:15.248	0.305
06/15/2022 13:32:16	00:09:15.350	0.306
06/15/2022 13:32:17	00:09:15.450	0.307
06/15/2022 13:32:17	00:09:15.550	0.309
06/15/2022 13:32:17	00:09:15.650	0.310
06/15/2022 13:32:17	00:09:15.752	0.311
06/15/2022 13:32:17	00:09:15.854	0.312
06/15/2022 13:32:17	00:09:15.956	0.314
06/15/2022 13:32:17	00:09:16.058	0.315
06/15/2022 13:32:17	00:09:16.160	0.316
06/15/2022 13:32:17	00:09:16.263	0.318
06/15/2022 13:32:17	00:09:16.365	0.319
06/15/2022 13:32:18	00:09:16.469	0.320
06/15/2022 13:32:18	00:09:16.570	0.321
06/15/2022 13:32:18	00:09:16.672	0.323
06/15/2022 13:32:18	00:09:16.772	0.324
06/15/2022 13:32:18	00:09:16.874	0.325
06/15/2022 13:32:18	00:09:16.977	0.327
06/15/2022 13:32:18	00:09:17.078	0.328
06/15/2022 13:32:18	00:09:17.180	0.329
06/15/2022 13:32:18	00:09:17.282	0.330
06/15/2022 13:32:19	00:09:17.384	0.332
06/15/2022 13:32:19	00:09:17.487	0.333
06/15/2022 13:32:19	00:09:17.589	0.334
06/15/2022 13:32:19	00:09:17.691	0.335
06/15/2022 13:32:19	00:09:17.792	0.337
06/15/2022 13:32:19	00:09:17.894	0.338
06/15/2022 13:32:19	00:09:17.997	0.339
06/15/2022 13:32:19	00:09:18.098	0.342
06/15/2022 13:32:19	00:09:18.200	0.343
06/15/2022 13:32:19	00:09:18.302	0.344
06/15/2022 13:32:20	00:09:18.408	0.345
06/15/2022 13:32:20	00:09:18.510	0.347
06/15/2022 13:32:20	00:09:18.612	0.348
06/15/2022 13:32:20	00:09:18.714	0.349
06/15/2022 13:32:20	00:09:18.816	0.350
06/15/2022 13:32:20	00:09:18.919	0.351
06/15/2022 13:32:20	00:09:19.021	0.353
06/15/2022 13:32:20	00:09:19.123	0.354
06/15/2022 13:32:20	00:09:19.225	0.355
06/15/2022 13:32:20	00:09:19.327	0.356
06/15/2022 13:32:21	00:09:19.428	0.358
06/15/2022 13:32:21	00:09:19.528	0.359
06/15/2022 13:32:21	00:09:19.628	0.360
06/15/2022 13:32:21	00:09:19.730	0.361
06/15/2022 13:32:21	00:09:19.832	0.362
06/15/2022 13:32:21	00:09:19.934	0.364
06/15/2022 13:32:21	00:09:20.036	0.365
06/15/2022 13:32:21	00:09:20.138	0.366
06/15/2022 13:32:21	00:09:20.240	0.367
06/15/2022 13:32:21	00:09:20.343	0.368
06/15/2022 13:32:22	00:09:20.445	0.369
06/15/2022 13:32:22	00:09:20.547	0.371
06/15/2022 13:32:22	00:09:20.649	0.372
06/15/2022 13:32:22	00:09:20.750	0.373
06/15/2022 13:32:22	00:09:20.852	0.374
06/15/2022 13:32:22	00:09:20.954	0.375
06/15/2022 13:32:22	00:09:21.056	0.376
06/15/2022 13:32:22	00:09:21.158	0.378
06/15/2022 13:32:22	00:09:21.260	0.379
06/15/2022 13:32:22	00:09:21.362	0.380
06/15/2022 13:32:23	00:09:21.464	0.381
06/15/2022 13:32:23	00:09:21.566	0.382
06/15/2022 13:32:23	00:09:21.668	0.383
06/15/2022 13:32:23	00:09:21.771	0.384
06/15/2022 13:32:23	00:09:21.873	0.385
06/15/2022 13:32:23	00:09:21.975	0.386
06/15/2022 13:32:23	00:09:22.077	0.388
06/15/2022 13:32:23	00:09:22.179	0.389
06/15/2022 13:32:23	00:09:22.280	0.390
06/15/2022 13:32:23	00:09:22.382	0.391
06/15/2022 13:32:24	00:09:22.482	0.392
06/15/2022 13:32:24	00:09:22.584	0.393
06/15/2022 13:32:24	00:09:22.686	0.394
06/15/2022 13:32:24	00:09:22.788	0.396
06/15/2022 13:32:24	00:09:22.890	0.396
06/15/2022 13:32:24	00:09:22.992	0.398
06/15/2022 13:32:24	00:09:23.094	0.399
06/15/2022 13:32:24	00:09:23.197	0.400
06/15/2022 13:32:24	00:09:23.299	0.402
06/15/2022 13:32:25	00:09:23.400	0.403
06/15/2022 13:32:25	00:09:23.502	0.404
06/15/2022 13:32:25	00:09:23.602	0.405
06/15/2022 13:32:25	00:09:23.704	0.406
06/15/2022 13:32:25	00:09:23.804	0.407
06/15/2022 13:32:25	00:09:23.906	0.408
06/15/2022 13:32:25	00:09:24.008	0.409
06/15/2022 13:32:25	00:09:24.110	0.410
06/15/2022 13:32:25	00:09:24.212	0.412
06/15/2022 13:32:25	00:09:24.314	0.413
06/15/2022 13:32:26	00:09:24.417	0.414
06/15/2022 13:32:26	00:09:24.520	0.414
06/15/2022 13:32:26	00:09:24.623	0.415
06/15/2022 13:32:26	00:09:24.725	0.417
06/15/2022 13:32:26	00:09:24.827	0.418
06/15/2022 13:32:26	00:09:24.928	0.419
06/15/2022 13:32:26	00:09:25.030	0.419
06/15/2022 13:32:26	00:09:25.132	0.420
06/15/2022 13:32:26	00:09:25.234	0.422
06/15/2022 13:32:26	00:09:25.337	0.423
06/15/2022 13:32:27	00:09:25.438	0.424
06/15/2022 13:32:27	00:09:25.540	0.425
06/15/2022 13:32:27	00:09:25.642	0.425
06/15/2022 13:32:27	00:09:25.744	0.426
06/15/2022 13:32:27	00:09:25.846	0.427
06/15/2022 13:32:27	00:09:25.949	0.428
06/15/2022 13:32:27	00:09:26.050	0.429
06/15/2022 13:32:27	00:09:26.152	0.430
06/15/2022 13:32:27	00:09:26.254	0.431
06/15/2022 13:32:27	00:09:26.357	0.432
06/15/2022 13:32:28	00:09:26.458	0.433
06/15/2022 13:32:28	00:09:26.560	0.434
06/15/2022 13:32:28	00:09:26.662	0.435
06/15/2022 13:32:28	00:09:26.764	0.436
06/15/2022 13:32:28	00:09:26.866	0.437
06/15/2022 13:32:28	00:09:26.968	0.438
06/15/2022 13:32:28	00:09:27.070	0.439
06/15/2022 13:32:28	00:09:27.172	0.440
06/15/2022 13:32:28	00:09:27.274	0.441
06/15/2022 13:32:28	00:09:27.377	0.441
06/15/2022 13:32:29	00:09:27.478	0.442
06/15/2022 13:32:29	00:09:27.581	0.443
06/15/2022 13:32:29	00:09:27.682	0.444
06/15/2022 13:32:29	00:09:27.782	0.445
06/15/2022 13:32:29	00:09:27.882	0.446
06/15/2022 13:32:29	00:09:27.984	0.447
06/15/2022 13:32:29	00:09:28.086	0.447
06/15/2022 13:32:29	00:09:28.188	0.448
06/15/2022 13:32:29	00:09:28.290	0.449
06/15/2022 13:32:29	00:09:28.392	0.450
06/15/2022 13:32:30	00:09:28.494	0.451
06/15/2022 13:32:30	00:09:28.596	0.452
06/15/2022 13:32:30	00:09:28.698	0.452
06/15/2022 13:32:30	00:09:28.801	0.454
06/15/2022 13:32:30	00:09:28.903	0.455
06/15/2022 13:32:30	00:09:29.004	0.456
06/15/2022 13:32:30	00:09:29.106	0.456
06/15/2022 13:32:30	00:09:29.208	0.457
06/15/2022 13:32:30	00:09:29.308	0.458
06/15/2022 13:32:30	00:09:29.408	0.458
06/15/2022 13:32:31	00:09:29.510	0.459
06/15/2022 13:32:31	00:09:29.612	0.460
06/15/2022 13:32:31	00:09:29.714	0.460
06/15/2022 13:32:31	00:09:29.816	0.461
06/15/2022 13:32:31	00:09:29.918	0.462
06/15/2022 13:32:31	00:09:30.020	0.463
06/15/2022 13:32:31	00:09:30.122	0.463
06/15/2022 13:32:31	00:09:30.225	0.464
06/15/2022 13:32:31	00:09:30.326	0.465
06/15/2022 13:32:31	00:09:30.437	0.466
06/15/2022 13:32:32	00:09:30.538	0.466
06/15/2022 13:32:32	00:09:30.638	0.467
06/15/2022 13:32:32	00:09:30.740	0.468
06/15/2022 13:32:32	00:09:30.842	0.468
06/15/2022 13:32:32	00:09:30.944	0.469
06/15/2022 13:32:32	00:09:31.046	0.470
06/15/2022 13:32:32	00:09:31.148	0.471
06/15/2022 13:32:32	00:09:31.250	0.471
06/15/2022 13:32:32	00:09:31.352	0.471
06/15/2022 13:32:32	00:09:31.454	0.472
06/15/2022 13:32:33	00:09:31.556	0.472
06/15/2022 13:32:33	00:09:31.659	0.473
06/15/2022 13:32:33	00:09:31.760	0.474
06/15/2022 13:32:33	00:09:31.862	0.474
06/15/2022 13:32:33	00:09:31.962	0.475
06/15/2022 13:32:33	00:09:32.062	0.476
06/15/2022 13:32:33	00:09:32.164	0.476
06/15/2022 13:32:33	00:09:32.266	0.477
06/15/2022 13:32:33	00:09:32.368	0.478
06/15/2022 13:32:34	00:09:32.470	0.478
06/15/2022 13:32:34	00:09:32.572	0.478
06/15/2022 13:32:34	00:09:32.674	0.479
06/15/2022 13:32:34	00:09:32.776	0.480
06/15/2022 13:32:34	00:09:32.878	0.480
06/15/2022 13:32:34	00:09:32.980	0.481
06/15/2022 13:32:34	00:09:33.083	0.481
06/15/2022 13:32:34	00:09:33.184	0.482
06/15/2022 13:32:34	00:09:33.286	0.482
06/15/2022 13:32:34	00:09:33.388	0.483
06/15/2022 13:32:35	00:09:33.488	0.483
06/15/2022 13:32:35	00:09:33.590	0.483
06/15/2022 13:32:35	00:09:33.692	0.484
06/15/2022 13:32:35	00:09:33.794	0.484
06/15/2022 13:32:35	00:09:33.896	0.485
06/15/2022 13:32:35	00:09:33.998	0.485
06/15/2022 13:32:35	00:09:34.100	0.486
06/15/2022 13:32:35	00:09:34.202	0.486
06/15/2022 13:32:35	00:09:34.304	0.487
06/15/2022 13:32:35	00:09:34.407	0.487
06/15/2022 13:32:36	00:09:34.508	0.488
06/15/2022 13:32:36	00:09:34.610	0.488
06/15/2022 13:32:36	00:09:34.712	0.488
06/15/2022 13:32:36	00:09:34.814	0.489
06/15/2022 13:32:36	00:09:34.916	0.489
06/15/2022 13:32:36	00:09:35.018	0.489
06/15/2022 13:32:36	00:09:35.120	0.490
06/15/2022 13:32:36	00:09:35.222	0.490
06/15/2022 13:32:36	00:09:35.324	0.490
06/15/2022 13:32:36	00:09:35.426	0.490
06/15/2022 13:32:37	00:09:35.528	0.490
06/15/2022 13:32:37	00:09:35.630	0.491
06/15/2022 13:32:37	00:09:35.732	0.491
06/15/2022 13:32:37	00:09:35.834	0.491
06/15/2022 13:32:37	00:09:35.936	0.492
06/15/2022 13:32:37	00:09:36.036	0.492
06/15/2022 13:32:37	00:09:36.138	0.492
06/15/2022 13:32:37	00:09:36.238	0.493
06/15/2022 13:32:37	00:09:36.344	0.493
06/15/2022 13:32:37	00:09:36.446	0.493
06/15/2022 13:32:38	00:09:36.548	0.494
06/15/2022 13:32:38	00:09:36.650	0.494
06/15/2022 13:32:38	00:09:36.752	0.494
06/15/2022 13:32:38	00:09:36.854	0.494
06/15/2022 13:32:38	00:09:36.956	0.495
06/15/2022 13:32:38	00:09:37.058	0.495
06/15/2022 13:32:38	00:09:37.160	0.495
06/15/2022 13:32:38	00:09:37.262	0.495
06/15/2022 13:32:38	00:09:37.364	0.495
06/15/2022 13:32:38	00:09:37.466	0.495
06/15/2022 13:32:39	00:09:37.568	0.495
06/15/2022 13:32:39	00:09:37.668	0.495
06/15/2022 13:32:39	00:09:37.770	0.495
06/15/2022 13:32:39	00:09:37.872	0.495
06/15/2022 13:32:39	00:09:37.974	0.496
06/15/2022 13:32:39	00:09:38.076	0.496
06/15/2022 13:32:39	00:09:38.178	0.496
06/15/2022 13:32:39	00:09:38.280	0.496
06/15/2022 13:32:39	00:09:38.382	0.496
06/15/2022 13:32:40	00:09:38.484	0.496
06/15/2022 13:32:40	00:09:38.586	0.496
06/15/2022 13:32:40	00:09:38.688	0.496
06/15/2022 13:32:40	00:09:38.788	0.496
06/15/2022 13:32:40	00:09:38.890	0.496
06/15/2022 13:32:40	00:09:38.990	0.496
06/15/2022 13:32:40	00:09:39.092	0.496
06/15/2022 13:32:40	00:09:39.194	0.496
06/15/2022 13:32:40	00:09:39.296	0.496
06/15/2022 13:32:40	00:09:39.398	0.496
06/15/2022 13:32:41	00:09:39.500	0.496
06/15/2022 13:32:41	00:09:39.604	0.496
06/15/2022 13:32:41	00:09:39.616	0.496
06/15/2022 13:32:41	00:09:39.618	0.496
06/15/2022 13:32:41	00:09:39.720	0.496
06/15/2022 13:32:41	00:09:39.822	0.496
06/15/2022 13:32:41	00:09:39.924	0.496
06/15/2022 13:32:41	00:09:40.026	0.496
06/15/2022 13:32:41	00:09:40.094	0.496
06/15/2022 13:32:41	00:09:40.104	0.495
06/15/2022 13:32:41	00:09:40.114	0.495
06/15/2022 13:32:41	00:09:40.126	0.495
06/15/2022 13:32:41	00:09:40.140	0.495
06/15/2022 13:32:41	00:09:40.156	0.495
06/15/2022 13:32:41	00:09:40.174	0.495
06/15/2022 13:32:41	00:09:40.194	0.495
06/15/2022 13:32:41	00:09:40.216	0.495
06/15/2022 13:32:41	00:09:40.240	0.495
06/15/2022 13:32:41	00:09:40.266	0.495
06/15/2022 13:32:41	00:09:40.298	0.495
06/15/2022 13:32:41	00:09:40.328	0.495
06/15/2022 13:32:41	00:09:40.360	0.495
06/15/2022 13:32:41	00:09:40.394	0.495
06/15/2022 13:32:41	00:09:40.430	0.495
06/15/2022 13:32:41	00:09:40.470	0.495
06/15/2022 13:32:42	00:09:40.510	0.495
06/15/2022 13:32:42	00:09:40.552	0.495
06/15/2022 13:32:42	00:09:40.596	0.495
06/15/2022 13:32:42	00:09:40.642	0.495
06/15/2022 13:32:42	00:09:40.690	0.495
06/15/2022 13:32:42	00:09:40.740	0.495
06/15/2022 13:32:42	00:09:40.794	0.495
06/15/2022 13:32:42	00:09:40.848	0.495
06/15/2022 13:32:42	00:09:40.904	0.495
06/15/2022 13:32:42	00:09:40.964	0.495
06/15/2022 13:32:42	00:09:41.026	0.495
06/15/2022 13:32:42	00:09:41.088	0.495
06/15/2022 13:32:42	00:09:41.152	0.495
06/15/2022 13:32:42	00:09:41.218	0.495
06/15/2022 13:32:42	00:09:41.285	0.495
06/15/2022 13:32:42	00:09:41.355	0.495
06/15/2022 13:32:42	00:09:41.428	0.495
06/15/2022 13:32:42	00:09:41.502	0.495
06/15/2022 13:32:43	00:09:41.578	0.495
06/15/2022 13:32:43	00:09:41.656	0.495
06/15/2022 13:32:43	00:09:41.736	0.495
06/15/2022 13:32:43	00:09:41.818	0.495
06/15/2022 13:32:43	00:09:41.902	0.495
06/15/2022 13:32:43	00:09:41.988	0.495
06/15/2022 13:32:43	00:09:42.076	0.494
06/15/2022 13:32:43	00:09:42.166	0.494
06/15/2022 13:32:43	00:09:42.258	0.494
06/15/2022 13:32:43	00:09:42.352	0.494
06/15/2022 13:32:43	00:09:42.448	0.494
06/15/2022 13:32:44	00:09:42.546	0.494
06/15/2022 13:32:44	00:09:42.648	0.494
06/15/2022 13:32:44	00:09:42.750	0.494
06/15/2022 13:32:44	00:09:42.852	0.494
06/15/2022 13:32:44	00:09:42.954	0.494
06/15/2022 13:32:44	00:09:43.054	0.494
06/15/2022 13:32:44	00:09:43.156	0.494
06/15/2022 13:32:44	00:09:43.258	0.494
06/15/2022 13:32:44	00:09:43.360	0.494
06/15/2022 13:32:44	00:09:43.462	0.494
06/15/2022 13:32:45	00:09:43.564	0.494
06/15/2022 13:32:45	00:09:43.666	0.494
06/15/2022 13:32:45	00:09:43.768	0.494
06/15/2022 13:32:45	00:09:43.870	0.494
06/15/2022 13:32:45	00:09:43.972	0.494
06/15/2022 13:32:45	00:09:44.074	0.493
06/15/2022 13:32:45	00:09:44.175	0.493
06/15/2022 13:32:45	00:09:44.278	0.493
06/15/2022 13:32:45	00:09:44.380	0.493
06/15/2022 13:32:45	00:09:44.484	0.493
06/15/2022 13:32:46	00:09:44.584	0.493
06/15/2022 13:32:46	00:09:44.686	0.493
06/15/2022 13:32:46	00:09:44.788	0.493
06/15/2022 13:32:46	00:09:44.890	0.493
06/15/2022 13:32:46	00:09:44.992	0.493
06/15/2022 13:32:46	00:09:45.094	0.493
06/15/2022 13:32:46	00:09:45.196	0.493
06/15/2022 13:32:46	00:09:45.298	0.493
06/15/2022 13:32:46	00:09:45.399	0.493
06/15/2022 13:32:46	00:09:45.502	0.493
06/15/2022 13:32:47	00:09:45.603	0.493
06/15/2022 13:32:47	00:09:45.704	0.493
06/15/2022 13:32:47	00:09:45.804	0.493
06/15/2022 13:32:47	00:09:45.906	0.493
06/15/2022 13:32:47	00:09:46.006	0.492
06/15/2022 13:32:47	00:09:46.108	0.492
06/15/2022 13:32:47	00:09:46.210	0.492
06/15/2022 13:32:47	00:09:46.312	0.492
06/15/2022 13:32:47	00:09:46.414	0.492
06/15/2022 13:32:47	00:09:46.516	0.492
06/15/2022 13:32:48	00:09:46.618	0.492
06/15/2022 13:32:48	00:09:46.720	0.492
06/15/2022 13:32:48	00:09:46.821	0.492
06/15/2022 13:32:48	00:09:46.923	0.492
06/15/2022 13:32:48	00:09:47.023	0.492
06/15/2022 13:32:48	00:09:47.124	0.492
06/15/2022 13:32:48	00:09:47.224	0.492
06/15/2022 13:32:48	00:09:47.324	0.492
06/15/2022 13:32:48	00:09:47.426	0.492
06/15/2022 13:32:48	00:09:47.528	0.492
06/15/2022 13:32:49	00:09:47.630	0.492
06/15/2022 13:32:49	00:09:47.732	0.492
06/15/2022 13:32:49	00:09:47.834	0.492
06/15/2022 13:32:49	00:09:47.936	0.491
06/15/2022 13:32:49	00:09:48.038	0.491
06/15/2022 13:32:49	00:09:48.140	0.491
06/15/2022 13:32:49	00:09:48.241	0.491
06/15/2022 13:32:49	00:09:48.343	0.491
06/15/2022 13:32:49	00:09:48.443	0.491
06/15/2022 13:32:49	00:09:48.544	0.491
06/15/2022 13:32:50	00:09:48.644	0.491
06/15/2022 13:32:50	00:09:48.744	0.491
06/15/2022 13:32:50	00:09:48.846	0.491
06/15/2022 13:32:50	00:09:48.948	0.491
06/15/2022 13:32:50	00:09:49.050	0.491
06/15/2022 13:32:50	00:09:49.152	0.491
06/15/2022 13:32:50	00:09:49.254	0.491
06/15/2022 13:32:50	00:09:49.356	0.491
06/15/2022 13:32:50	00:09:49.458	0.491
06/15/2022 13:32:51	00:09:49.560	0.491
06/15/2022 13:32:51	00:09:49.661	0.491
06/15/2022 13:32:51	00:09:49.763	0.491
06/15/2022 13:32:51	00:09:49.863	0.491
06/15/2022 13:32:51	00:09:49.964	0.490
06/15/2022 13:32:51	00:09:50.066	0.490
06/15/2022 13:32:51	00:09:50.166	0.490
06/15/2022 13:32:51	00:09:50.268	0.490
06/15/2022 13:32:51	00:09:50.372	0.490
06/15/2022 13:32:51	00:09:50.474	0.490
06/15/2022 13:32:52	00:09:50.576	0.490
06/15/2022 13:32:52	00:09:50.678	0.490
06/15/2022 13:32:52	00:09:50.780	0.490
06/15/2022 13:32:52	00:09:50.881	0.490
06/15/2022 13:32:52	00:09:50.983	0.490
06/15/2022 13:32:52	00:09:51.083	0.490
06/15/2022 13:32:52	00:09:51.183	0.490
06/15/2022 13:32:52	00:09:51.284	0.490
06/15/2022 13:32:52	00:09:51.384	0.490
06/15/2022 13:32:52	00:09:51.484	0.490
06/15/2022 13:32:53	00:09:51.586	0.490
06/15/2022 13:32:53	00:09:51.688	0.490
06/15/2022 13:32:53	00:09:51.790	0.490
06/15/2022 13:32:53	00:09:51.892	0.490
06/15/2022 13:32:53	00:09:51.994	0.489
06/15/2022 13:32:53	00:09:52.096	0.489
06/15/2022 13:32:53	00:09:52.198	0.489
06/15/2022 13:32:53	00:09:52.300	0.489
06/15/2022 13:32:53	00:09:52.401	0.489
06/15/2022 13:32:53	00:09:52.503	0.489
06/15/2022 13:32:54	00:09:52.603	0.489
06/15/2022 13:32:54	00:09:52.704	0.489
06/15/2022 13:32:54	00:09:52.804	0.489
06/15/2022 13:32:54	00:09:52.906	0.489
06/15/2022 13:32:54	00:09:53.008	0.489
06/15/2022 13:32:54	00:09:53.110	0.489
06/15/2022 13:32:54	00:09:53.212	0.489
06/15/2022 13:32:54	00:09:53.314	0.489
06/15/2022 13:32:54	00:09:53.416	0.489
06/15/2022 13:32:54	00:09:53.518	0.489
06/15/2022 13:32:55	00:09:53.619	0.489
06/15/2022 13:32:55	00:09:53.721	0.489
06/15/2022 13:32:55	00:09:53.821	0.489
06/15/2022 13:32:55	00:09:53.922	0.489
06/15/2022 13:32:55	00:09:54.022	0.489
06/15/2022 13:32:55	00:09:54.124	0.489
06/15/2022 13:32:55	00:09:54.226	0.489
06/15/2022 13:32:55	00:09:54.328	0.489
06/15/2022 13:32:55	00:09:54.430	0.489
06/15/2022 13:32:55	00:09:54.532	0.489
06/15/2022 13:32:56	00:09:54.634	0.489
06/15/2022 13:32:56	00:09:54.736	0.489
06/15/2022 13:32:56	00:09:54.838	0.488
06/15/2022 13:32:56	00:09:54.939	0.488
06/15/2022 13:32:56	00:09:55.041	0.488
06/15/2022 13:32:56	00:09:55.141	0.488
06/15/2022 13:32:56	00:09:55.242	0.488
06/15/2022 13:32:56	00:09:55.342	0.488
06/15/2022 13:32:56	00:09:55.444	0.488
06/15/2022 13:32:56	00:09:55.546	0.488
06/15/2022 13:32:57	00:09:55.648	0.488
06/15/2022 13:32:57	00:09:55.750	0.488
06/15/2022 13:32:57	00:09:55.852	0.488
06/15/2022 13:32:57	00:09:55.954	0.488
06/15/2022 13:32:57	00:09:56.056	0.488
06/15/2022 13:32:57	00:09:56.157	0.488
06/15/2022 13:32:57	00:09:56.259	0.488
06/15/2022 13:32:57	00:09:56.359	0.488
06/15/2022 13:32:57	00:09:56.459	0.488
06/15/2022 13:32:57	00:09:56.561	0.488
06/15/2022 13:32:58	00:09:56.664	0.488
06/15/2022 13:32:58	00:09:56.764	0.488
06/15/2022 13:32:58	00:09:56.866	0.487
06/15/2022 13:32:58	00:09:56.968	0.487
06/15/2022 13:32:58	00:09:57.070	0.487
06/15/2022 13:32:58	00:09:57.172	0.487
06/15/2022 13:32:58	00:09:57.274	0.487
06/15/2022 13:32:58	00:09:57.376	0.487
06/15/2022 13:32:58	00:09:57.478	0.487
06/15/2022 13:32:58	00:09:57.579	0.487
06/15/2022 13:32:59	00:09:57.681	0.487
06/15/2022 13:32:59	00:09:57.781	0.487
06/15/2022 13:32:59	00:09:57.881	0.486
06/15/2022 13:32:59	00:09:57.981	0.486
06/15/2022 13:32:59	00:09:58.082	0.486
06/15/2022 13:32:59	00:09:58.184	0.486
06/15/2022 13:32:59	00:09:58.286	0.486
06/15/2022 13:32:59	00:09:58.388	0.486
06/15/2022 13:32:59	00:09:58.490	0.486
06/15/2022 13:32:59	00:09:58.592	0.486
06/15/2022 13:33:00	00:09:58.694	0.486
06/15/2022 13:33:00	00:09:58.796	0.486
06/15/2022 13:33:00	00:09:58.898	0.486
06/15/2022 13:33:00	00:09:58.999	0.486
06/15/2022 13:33:00	00:09:59.101	0.486
06/15/2022 13:33:00	00:09:59.201	0.486
06/15/2022 13:33:00	00:09:59.301	0.486
06/15/2022 13:33:00	00:09:59.402	0.486
06/15/2022 13:33:00	00:09:59.502	0.486
06/15/2022 13:33:00	00:09:59.604	0.486
06/15/2022 13:33:01	00:09:59.706	0.485
06/15/2022 13:33:01	00:09:59.818	0.485
06/15/2022 13:33:01	00:09:59.920	0.485
06/15/2022 13:33:01	00:10:00.022	0.485
06/15/2022 13:33:01	00:10:00.124	0.485
06/15/2022 13:33:01	00:10:00.225	0.485
06/15/2022 13:33:01	00:10:00.327	0.485
06/15/2022 13:33:01	00:10:00.427	0.485
06/15/2022 13:33:01	00:10:00.527	0.485
06/15/2022 13:33:02	00:10:00.627	0.485
06/15/2022 13:33:02	00:10:00.728	0.485
06/15/2022 13:33:02	00:10:00.830	0.485
06/15/2022 13:33:02	00:10:00.932	0.485
06/15/2022 13:33:02	00:10:01.034	0.485
06/15/2022 13:33:02	00:10:01.136	0.485
06/15/2022 13:33:02	00:10:01.238	0.485
06/15/2022 13:33:02	00:10:01.340	0.485
