Local Date/Time	Relative Time	setflow-b:setflow [µL/min]
06/15/2022 13:33:54	00:10:52.862	0.036
06/15/2022 13:33:55	00:10:52.963	0.036
06/15/2022 13:33:55	00:10:53.063	0.036
06/15/2022 13:33:55	00:10:53.163	0.036
06/15/2022 13:33:55	00:10:53.263	0.036
06/15/2022 13:33:55	00:10:53.363	0.036
06/15/2022 13:33:55	00:10:53.465	0.036
06/15/2022 13:33:55	00:10:53.567	0.036
06/15/2022 13:33:55	00:10:53.669	0.036
06/15/2022 13:33:55	00:10:53.771	0.036
06/15/2022 13:33:55	00:10:53.882	0.036
06/15/2022 13:33:56	00:10:53.983	0.036
06/15/2022 13:33:56	00:10:54.086	0.036
06/15/2022 13:33:56	00:10:54.187	0.036
06/15/2022 13:33:56	00:10:54.288	0.036
06/15/2022 13:33:56	00:10:54.389	0.036
06/15/2022 13:33:56	00:10:54.489	0.036
06/15/2022 13:33:56	00:10:54.589	0.036
06/15/2022 13:33:56	00:10:54.689	0.036
06/15/2022 13:33:56	00:10:54.791	0.036
06/15/2022 13:33:56	00:10:54.893	0.036
06/15/2022 13:33:57	00:10:54.995	0.036
06/15/2022 13:33:57	00:10:55.097	0.036
06/15/2022 13:33:57	00:10:55.199	0.036
06/15/2022 13:33:57	00:10:55.301	0.036
06/15/2022 13:33:57	00:10:55.403	0.036
06/15/2022 13:33:57	00:10:55.506	0.036
06/15/2022 13:33:57	00:10:55.607	0.036
06/15/2022 13:33:57	00:10:55.708	0.036
06/15/2022 13:33:57	00:10:55.810	0.036
06/15/2022 13:33:57	00:10:55.911	0.036
06/15/2022 13:33:58	00:10:56.011	0.036
06/15/2022 13:33:58	00:10:56.111	0.036
06/15/2022 13:33:58	00:10:56.213	0.036
06/15/2022 13:33:58	00:10:56.315	0.036
06/15/2022 13:33:58	00:10:56.417	0.036
06/15/2022 13:33:58	00:10:56.519	0.036
06/15/2022 13:33:58	00:10:56.621	0.036
06/15/2022 13:33:58	00:10:56.723	0.036
06/15/2022 13:33:58	00:10:56.825	0.036
06/15/2022 13:33:58	00:10:56.927	0.036
06/15/2022 13:33:59	00:10:57.029	0.036
06/15/2022 13:33:59	00:10:57.129	0.036
06/15/2022 13:33:59	00:10:57.229	0.036
06/15/2022 13:33:59	00:10:57.329	0.036
06/15/2022 13:33:59	00:10:57.429	0.036
06/15/2022 13:33:59	00:10:57.531	0.036
06/15/2022 13:33:59	00:10:57.633	0.036
06/15/2022 13:33:59	00:10:57.735	0.036
06/15/2022 13:33:59	00:10:57.837	0.036
06/15/2022 13:33:59	00:10:57.939	0.036
06/15/2022 13:34:00	00:10:58.041	0.036
06/15/2022 13:34:00	00:10:58.143	0.036
06/15/2022 13:34:00	00:10:58.245	0.036
06/15/2022 13:34:00	00:10:58.348	0.036
06/15/2022 13:34:00	00:10:58.449	0.036
06/15/2022 13:34:00	00:10:58.549	0.036
06/15/2022 13:34:00	00:10:58.649	0.036
06/15/2022 13:34:00	00:10:58.749	0.036
06/15/2022 13:34:00	00:10:58.851	0.036
06/15/2022 13:34:00	00:10:58.953	0.036
06/15/2022 13:34:01	00:10:59.055	0.036
06/15/2022 13:34:01	00:10:59.157	0.036
06/15/2022 13:34:01	00:10:59.259	0.036
06/15/2022 13:34:01	00:10:59.361	0.036
06/15/2022 13:34:01	00:10:59.463	0.036
06/15/2022 13:34:01	00:10:59.565	0.036
06/15/2022 13:34:01	00:10:59.667	0.036
06/15/2022 13:34:01	00:10:59.770	0.036
06/15/2022 13:34:01	00:10:59.871	0.036
06/15/2022 13:34:01	00:10:59.971	0.036
06/15/2022 13:34:02	00:11:00.071	0.036
06/15/2022 13:34:02	00:11:00.171	0.036
06/15/2022 13:34:02	00:11:00.273	0.036
06/15/2022 13:34:02	00:11:00.375	0.036
06/15/2022 13:34:02	00:11:00.477	0.036
06/15/2022 13:34:02	00:11:00.579	0.036
06/15/2022 13:34:02	00:11:00.681	0.036
06/15/2022 13:34:02	00:11:00.783	0.036
06/15/2022 13:34:02	00:11:00.885	0.036
06/15/2022 13:34:02	00:11:00.987	0.036
06/15/2022 13:34:03	00:11:01.089	0.036
06/15/2022 13:34:03	00:11:01.191	0.036
06/15/2022 13:34:03	00:11:01.292	0.036
06/15/2022 13:34:03	00:11:01.393	0.036
06/15/2022 13:34:03	00:11:01.493	0.036
06/15/2022 13:34:03	00:11:01.593	0.036
06/15/2022 13:34:03	00:11:01.695	0.036
06/15/2022 13:34:03	00:11:01.797	0.036
06/15/2022 13:34:03	00:11:01.899	0.036
06/15/2022 13:34:03	00:11:02.001	0.036
06/15/2022 13:34:04	00:11:02.103	0.036
06/15/2022 13:34:04	00:11:02.205	0.036
06/15/2022 13:34:04	00:11:02.307	0.036
06/15/2022 13:34:04	00:11:02.409	0.036
06/15/2022 13:34:04	00:11:02.510	0.036
06/15/2022 13:34:04	00:11:02.612	0.036
06/15/2022 13:34:04	00:11:02.713	0.036
06/15/2022 13:34:04	00:11:02.813	0.036
06/15/2022 13:34:04	00:11:02.913	0.036
06/15/2022 13:34:04	00:11:03.015	0.036
06/15/2022 13:34:05	00:11:03.117	0.036
06/15/2022 13:34:05	00:11:03.219	0.037
06/15/2022 13:34:05	00:11:03.321	0.037
06/15/2022 13:34:05	00:11:03.423	0.037
06/15/2022 13:34:05	00:11:03.525	0.037
06/15/2022 13:34:05	00:11:03.627	0.037
06/15/2022 13:34:05	00:11:03.729	0.037
06/15/2022 13:34:05	00:11:03.831	0.037
06/15/2022 13:34:05	00:11:03.933	0.037
06/15/2022 13:34:06	00:11:04.034	0.037
06/15/2022 13:34:06	00:11:04.135	0.037
06/15/2022 13:34:06	00:11:04.235	0.037
06/15/2022 13:34:06	00:11:04.335	0.037
06/15/2022 13:34:06	00:11:04.437	0.037
06/15/2022 13:34:06	00:11:04.539	0.037
06/15/2022 13:34:06	00:11:04.641	0.037
06/15/2022 13:34:06	00:11:04.743	0.037
06/15/2022 13:34:06	00:11:04.845	0.037
06/15/2022 13:34:06	00:11:04.947	0.037
06/15/2022 13:34:07	00:11:05.049	0.037
06/15/2022 13:34:07	00:11:05.151	0.037
06/15/2022 13:34:07	00:11:05.253	0.037
06/15/2022 13:34:07	00:11:05.355	0.037
06/15/2022 13:34:07	00:11:05.455	0.037
06/15/2022 13:34:07	00:11:05.555	0.037
06/15/2022 13:34:07	00:11:05.655	0.037
06/15/2022 13:34:07	00:11:05.757	0.037
06/15/2022 13:34:07	00:11:05.859	0.037
06/15/2022 13:34:07	00:11:05.961	0.037
06/15/2022 13:34:08	00:11:06.063	0.037
06/15/2022 13:34:08	00:11:06.165	0.037
06/15/2022 13:34:08	00:11:06.267	0.037
06/15/2022 13:34:08	00:11:06.369	0.037
06/15/2022 13:34:08	00:11:06.471	0.037
06/15/2022 13:34:08	00:11:06.573	0.037
06/15/2022 13:34:08	00:11:06.674	0.037
06/15/2022 13:34:08	00:11:06.775	0.037
06/15/2022 13:34:08	00:11:06.875	0.037
06/15/2022 13:34:08	00:11:06.975	0.037
06/15/2022 13:34:09	00:11:07.075	0.037
06/15/2022 13:34:09	00:11:07.177	0.037
06/15/2022 13:34:09	00:11:07.279	0.037
06/15/2022 13:34:09	00:11:07.381	0.037
06/15/2022 13:34:09	00:11:07.483	0.037
06/15/2022 13:34:09	00:11:07.585	0.037
06/15/2022 13:34:09	00:11:07.687	0.037
06/15/2022 13:34:09	00:11:07.789	0.037
06/15/2022 13:34:09	00:11:07.891	0.037
06/15/2022 13:34:09	00:11:07.992	0.037
06/15/2022 13:34:10	00:11:08.094	0.037
06/15/2022 13:34:10	00:11:08.199	0.037
06/15/2022 13:34:10	00:11:08.299	0.037
06/15/2022 13:34:10	00:11:08.399	0.037
06/15/2022 13:34:10	00:11:08.501	0.037
06/15/2022 13:34:10	00:11:08.603	0.037
06/15/2022 13:34:10	00:11:08.705	0.037
06/15/2022 13:34:10	00:11:08.807	0.037
06/15/2022 13:34:10	00:11:08.909	0.037
06/15/2022 13:34:10	00:11:09.011	0.037
06/15/2022 13:34:11	00:11:09.113	0.037
06/15/2022 13:34:11	00:11:09.215	0.037
06/15/2022 13:34:11	00:11:09.317	0.037
06/15/2022 13:34:11	00:11:09.418	0.037
06/15/2022 13:34:11	00:11:09.519	0.037
06/15/2022 13:34:11	00:11:09.619	0.037
06/15/2022 13:34:11	00:11:09.719	0.037
06/15/2022 13:34:11	00:11:09.821	0.037
06/15/2022 13:34:11	00:11:09.923	0.037
06/15/2022 13:34:11	00:11:10.025	0.037
06/15/2022 13:34:12	00:11:10.127	0.037
06/15/2022 13:34:12	00:11:10.229	0.037
06/15/2022 13:34:12	00:11:10.331	0.037
06/15/2022 13:34:12	00:11:10.442	0.037
06/15/2022 13:34:12	00:11:10.543	0.037
06/15/2022 13:34:12	00:11:10.645	0.037
06/15/2022 13:34:12	00:11:10.746	0.037
06/15/2022 13:34:12	00:11:10.846	0.037
06/15/2022 13:34:12	00:11:10.947	0.037
06/15/2022 13:34:12	00:11:11.047	0.037
06/15/2022 13:34:13	00:11:11.147	0.037
06/15/2022 13:34:13	00:11:11.249	0.037
06/15/2022 13:34:13	00:11:11.351	0.037
06/15/2022 13:34:13	00:11:11.453	0.037
06/15/2022 13:34:13	00:11:11.555	0.037
06/15/2022 13:34:13	00:11:11.657	0.037
06/15/2022 13:34:13	00:11:11.759	0.037
06/15/2022 13:34:13	00:11:11.861	0.037
06/15/2022 13:34:13	00:11:11.963	0.037
06/15/2022 13:34:13	00:11:12.065	0.037
06/15/2022 13:34:14	00:11:12.167	0.037
06/15/2022 13:34:14	00:11:12.269	0.037
06/15/2022 13:34:14	00:11:12.369	0.037
06/15/2022 13:34:14	00:11:12.469	0.038
06/15/2022 13:34:14	00:11:12.569	0.038
06/15/2022 13:34:14	00:11:12.671	0.038
06/15/2022 13:34:14	00:11:12.773	0.038
06/15/2022 13:34:14	00:11:12.875	0.038
06/15/2022 13:34:14	00:11:12.977	0.038
06/15/2022 13:34:15	00:11:13.079	0.038
06/15/2022 13:34:15	00:11:13.181	0.038
06/15/2022 13:34:15	00:11:13.283	0.038
06/15/2022 13:34:15	00:11:13.385	0.038
06/15/2022 13:34:15	00:11:13.486	0.038
06/15/2022 13:34:15	00:11:13.589	0.038
06/15/2022 13:34:15	00:11:13.691	0.038
06/15/2022 13:34:15	00:11:13.791	0.038
06/15/2022 13:34:15	00:11:13.891	0.038
06/15/2022 13:34:15	00:11:13.993	0.038
06/15/2022 13:34:16	00:11:14.095	0.038
06/15/2022 13:34:16	00:11:14.197	0.038
06/15/2022 13:34:16	00:11:14.299	0.038
06/15/2022 13:34:16	00:11:14.401	0.038
06/15/2022 13:34:16	00:11:14.503	0.038
06/15/2022 13:34:16	00:11:14.605	0.038
06/15/2022 13:34:16	00:11:14.707	0.038
06/15/2022 13:34:16	00:11:14.809	0.038
06/15/2022 13:34:16	00:11:14.911	0.038
06/15/2022 13:34:16	00:11:15.013	0.038
06/15/2022 13:34:17	00:11:15.115	0.038
06/15/2022 13:34:17	00:11:15.215	0.038
06/15/2022 13:34:17	00:11:15.315	0.038
06/15/2022 13:34:17	00:11:15.415	0.038
06/15/2022 13:34:17	00:11:15.517	0.038
06/15/2022 13:34:17	00:11:15.619	0.038
06/15/2022 13:34:17	00:11:15.721	0.038
06/15/2022 13:34:17	00:11:15.823	0.038
06/15/2022 13:34:17	00:11:15.925	0.038
06/15/2022 13:34:17	00:11:16.027	0.038
06/15/2022 13:34:18	00:11:16.129	0.038
06/15/2022 13:34:18	00:11:16.230	0.038
06/15/2022 13:34:18	00:11:16.332	0.038
06/15/2022 13:34:18	00:11:16.432	0.038
06/15/2022 13:34:18	00:11:16.533	0.038
06/15/2022 13:34:18	00:11:16.633	0.038
06/15/2022 13:34:18	00:11:16.735	0.038
06/15/2022 13:34:18	00:11:16.837	0.038
06/15/2022 13:34:18	00:11:16.939	0.038
06/15/2022 13:34:18	00:11:17.041	0.038
06/15/2022 13:34:19	00:11:17.143	0.038
06/15/2022 13:34:19	00:11:17.245	0.038
06/15/2022 13:34:19	00:11:17.347	0.038
06/15/2022 13:34:19	00:11:17.449	0.038
06/15/2022 13:34:19	00:11:17.551	0.038
06/15/2022 13:34:19	00:11:17.653	0.038
06/15/2022 13:34:19	00:11:17.754	0.038
06/15/2022 13:34:19	00:11:17.854	0.038
06/15/2022 13:34:19	00:11:17.955	0.038
06/15/2022 13:34:19	00:11:18.055	0.038
06/15/2022 13:34:20	00:11:18.157	0.038
06/15/2022 13:34:20	00:11:18.264	0.038
06/15/2022 13:34:20	00:11:18.365	0.038
06/15/2022 13:34:20	00:11:18.467	0.038
06/15/2022 13:34:20	00:11:18.569	0.038
06/15/2022 13:34:20	00:11:18.671	0.038
06/15/2022 13:34:20	00:11:18.773	0.038
06/15/2022 13:34:20	00:11:18.875	0.038
06/15/2022 13:34:20	00:11:18.977	0.038
06/15/2022 13:34:20	00:11:19.078	0.038
06/15/2022 13:34:21	00:11:19.178	0.038
06/15/2022 13:34:21	00:11:19.278	0.038
06/15/2022 13:34:21	00:11:19.379	0.038
06/15/2022 13:34:21	00:11:19.479	0.038
06/15/2022 13:34:21	00:11:19.581	0.038
06/15/2022 13:34:21	00:11:19.683	0.038
06/15/2022 13:34:21	00:11:19.785	0.038
06/15/2022 13:34:21	00:11:19.887	0.038
06/15/2022 13:34:21	00:11:19.989	0.038
06/15/2022 13:34:21	00:11:20.091	0.038
06/15/2022 13:34:22	00:11:20.193	0.038
06/15/2022 13:34:22	00:11:20.295	0.038
06/15/2022 13:34:22	00:11:20.397	0.038
06/15/2022 13:34:22	00:11:20.498	0.038
06/15/2022 13:34:22	00:11:20.598	0.038
06/15/2022 13:34:22	00:11:20.698	0.038
06/15/2022 13:34:22	00:11:20.799	0.038
06/15/2022 13:34:22	00:11:20.899	0.038
06/15/2022 13:34:22	00:11:21.001	0.038
06/15/2022 13:34:22	00:11:21.103	0.038
06/15/2022 13:34:23	00:11:21.205	0.038
06/15/2022 13:34:23	00:11:21.307	0.038
06/15/2022 13:34:23	00:11:21.409	0.038
06/15/2022 13:34:23	00:11:21.511	0.038
06/15/2022 13:34:23	00:11:21.613	0.038
06/15/2022 13:34:23	00:11:21.715	0.039
06/15/2022 13:34:23	00:11:21.817	0.039
06/15/2022 13:34:23	00:11:21.919	0.039
06/15/2022 13:34:23	00:11:22.020	0.039
06/15/2022 13:34:23	00:11:22.121	0.039
06/15/2022 13:34:24	00:11:22.223	0.039
06/15/2022 13:34:24	00:11:22.323	0.039
06/15/2022 13:34:24	00:11:22.425	0.039
06/15/2022 13:34:24	00:11:22.527	0.039
06/15/2022 13:34:24	00:11:22.629	0.039
06/15/2022 13:34:24	00:11:22.731	0.039
06/15/2022 13:34:24	00:11:22.833	0.039
06/15/2022 13:34:24	00:11:22.935	0.039
06/15/2022 13:34:24	00:11:23.037	0.039
06/15/2022 13:34:25	00:11:23.139	0.039
06/15/2022 13:34:25	00:11:23.241	0.039
06/15/2022 13:34:25	00:11:23.342	0.039
06/15/2022 13:34:25	00:11:23.442	0.039
06/15/2022 13:34:25	00:11:23.543	0.039
06/15/2022 13:34:25	00:11:23.643	0.039
06/15/2022 13:34:25	00:11:23.745	0.039
06/15/2022 13:34:25	00:11:23.847	0.039
06/15/2022 13:34:25	00:11:23.949	0.039
06/15/2022 13:34:25	00:11:24.051	0.039
06/15/2022 13:34:26	00:11:24.153	0.039
06/15/2022 13:34:26	00:11:24.255	0.039
06/15/2022 13:34:26	00:11:24.357	0.039
06/15/2022 13:34:26	00:11:24.459	0.039
06/15/2022 13:34:26	00:11:24.562	0.039
06/15/2022 13:34:26	00:11:24.663	0.039
06/15/2022 13:34:26	00:11:24.765	0.039
06/15/2022 13:34:26	00:11:24.867	0.039
06/15/2022 13:34:26	00:11:24.969	0.039
06/15/2022 13:34:26	00:11:25.069	0.039
06/15/2022 13:34:27	00:11:25.171	0.039
06/15/2022 13:34:27	00:11:25.273	0.039
06/15/2022 13:34:27	00:11:25.375	0.039
06/15/2022 13:34:27	00:11:25.477	0.039
06/15/2022 13:34:27	00:11:25.579	0.039
06/15/2022 13:34:27	00:11:25.681	0.039
06/15/2022 13:34:27	00:11:25.783	0.039
06/15/2022 13:34:27	00:11:25.885	0.039
06/15/2022 13:34:27	00:11:25.986	0.039
06/15/2022 13:34:27	00:11:26.086	0.039
06/15/2022 13:34:28	00:11:26.188	0.039
06/15/2022 13:34:28	00:11:26.288	0.039
06/15/2022 13:34:28	00:11:26.389	0.040
06/15/2022 13:34:28	00:11:26.489	0.040
06/15/2022 13:34:28	00:11:26.591	0.040
06/15/2022 13:34:28	00:11:26.693	0.040
06/15/2022 13:34:28	00:11:26.795	0.040
06/15/2022 13:34:28	00:11:26.897	0.040
06/15/2022 13:34:28	00:11:26.999	0.040
06/15/2022 13:34:28	00:11:27.101	0.040
06/15/2022 13:34:29	00:11:27.203	0.040
06/15/2022 13:34:29	00:11:27.305	0.040
06/15/2022 13:34:29	00:11:27.406	0.040
06/15/2022 13:34:29	00:11:27.506	0.040
06/15/2022 13:34:29	00:11:27.606	0.040
06/15/2022 13:34:29	00:11:27.706	0.040
06/15/2022 13:34:29	00:11:27.807	0.040
06/15/2022 13:34:29	00:11:27.909	0.040
06/15/2022 13:34:29	00:11:28.011	0.040
06/15/2022 13:34:29	00:11:28.113	0.040
06/15/2022 13:34:30	00:11:28.215	0.040
06/15/2022 13:34:30	00:11:28.317	0.040
06/15/2022 13:34:30	00:11:28.419	0.040
06/15/2022 13:34:30	00:11:28.521	0.040
06/15/2022 13:34:30	00:11:28.623	0.040
06/15/2022 13:34:30	00:11:28.724	0.040
06/15/2022 13:34:30	00:11:28.827	0.040
06/15/2022 13:34:30	00:11:28.929	0.040
06/15/2022 13:34:30	00:11:29.030	0.040
06/15/2022 13:34:30	00:11:29.132	0.040
06/15/2022 13:34:31	00:11:29.233	0.040
06/15/2022 13:34:31	00:11:29.335	0.040
06/15/2022 13:34:31	00:11:29.437	0.040
06/15/2022 13:34:31	00:11:29.539	0.040
06/15/2022 13:34:31	00:11:29.641	0.040
06/15/2022 13:34:31	00:11:29.743	0.040
06/15/2022 13:34:31	00:11:29.845	0.040
06/15/2022 13:34:31	00:11:29.947	0.040
06/15/2022 13:34:31	00:11:30.049	0.040
06/15/2022 13:34:31	00:11:30.150	0.040
06/15/2022 13:34:32	00:11:30.250	0.040
06/15/2022 13:34:32	00:11:30.351	0.040
06/15/2022 13:34:32	00:11:30.455	0.040
06/15/2022 13:34:32	00:11:30.556	0.040
06/15/2022 13:34:32	00:11:30.659	0.040
06/15/2022 13:34:32	00:11:30.761	0.040
06/15/2022 13:34:32	00:11:30.863	0.040
06/15/2022 13:34:32	00:11:30.965	0.040
06/15/2022 13:34:32	00:11:31.067	0.040
06/15/2022 13:34:33	00:11:31.171	0.040
06/15/2022 13:34:33	00:11:31.273	0.040
06/15/2022 13:34:33	00:11:31.375	0.040
06/15/2022 13:34:33	00:11:31.476	0.040
06/15/2022 13:34:33	00:11:31.578	0.040
06/15/2022 13:34:33	00:11:31.678	0.040
06/15/2022 13:34:33	00:11:31.779	0.040
06/15/2022 13:34:33	00:11:31.880	0.040
06/15/2022 13:34:33	00:11:31.981	0.040
06/15/2022 13:34:33	00:11:32.083	0.040
06/15/2022 13:34:34	00:11:32.185	0.040
06/15/2022 13:34:34	00:11:32.287	0.040
06/15/2022 13:34:34	00:11:32.389	0.040
06/15/2022 13:34:34	00:11:32.491	0.040
06/15/2022 13:34:34	00:11:32.593	0.040
06/15/2022 13:34:34	00:11:32.695	0.040
06/15/2022 13:34:34	00:11:32.797	0.040
06/15/2022 13:34:34	00:11:32.899	0.040
06/15/2022 13:34:34	00:11:33.000	0.040
06/15/2022 13:34:34	00:11:33.101	0.040
06/15/2022 13:34:35	00:11:33.202	0.040
06/15/2022 13:34:35	00:11:33.302	0.040
06/15/2022 13:34:35	00:11:33.402	0.040
06/15/2022 13:34:35	00:11:33.505	0.040
06/15/2022 13:34:35	00:11:33.607	0.040
06/15/2022 13:34:35	00:11:33.709	0.040
06/15/2022 13:34:35	00:11:33.811	0.040
06/15/2022 13:34:35	00:11:33.913	0.040
06/15/2022 13:34:35	00:11:34.015	0.040
06/15/2022 13:34:35	00:11:34.117	0.040
06/15/2022 13:34:36	00:11:34.219	0.040
06/15/2022 13:34:36	00:11:34.320	0.040
06/15/2022 13:34:36	00:11:34.420	0.040
06/15/2022 13:34:36	00:11:34.520	0.040
06/15/2022 13:34:36	00:11:34.620	0.040
06/15/2022 13:34:36	00:11:34.720	0.040
06/15/2022 13:34:36	00:11:34.821	0.040
06/15/2022 13:34:36	00:11:34.923	0.040
06/15/2022 13:34:36	00:11:35.025	0.040
06/15/2022 13:34:36	00:11:35.127	0.040
06/15/2022 13:34:37	00:11:35.229	0.040
06/15/2022 13:34:37	00:11:35.331	0.040
06/15/2022 13:34:37	00:11:35.433	0.040
06/15/2022 13:34:37	00:11:35.535	0.040
06/15/2022 13:34:37	00:11:35.637	0.041
06/15/2022 13:34:37	00:11:35.738	0.041
06/15/2022 13:34:37	00:11:35.840	0.041
06/15/2022 13:34:37	00:11:35.940	0.041
06/15/2022 13:34:37	00:11:36.040	0.041
06/15/2022 13:34:37	00:11:36.140	0.041
06/15/2022 13:34:38	00:11:36.243	0.041
06/15/2022 13:34:38	00:11:36.345	0.041
06/15/2022 13:34:38	00:11:36.447	0.041
06/15/2022 13:34:38	00:11:36.549	0.041
06/15/2022 13:34:38	00:11:36.651	0.041
06/15/2022 13:34:38	00:11:36.753	0.041
06/15/2022 13:34:38	00:11:36.855	0.041
06/15/2022 13:34:38	00:11:36.957	0.041
06/15/2022 13:34:38	00:11:37.059	0.041
06/15/2022 13:34:38	00:11:37.160	0.041
06/15/2022 13:34:39	00:11:37.260	0.041
06/15/2022 13:34:39	00:11:37.360	0.041
06/15/2022 13:34:39	00:11:37.460	0.041
06/15/2022 13:34:39	00:11:37.560	0.041
06/15/2022 13:34:39	00:11:37.663	0.041
06/15/2022 13:34:39	00:11:37.765	0.041
06/15/2022 13:34:39	00:11:37.867	0.041
06/15/2022 13:34:39	00:11:37.969	0.041
06/15/2022 13:34:39	00:11:38.071	0.041
06/15/2022 13:34:39	00:11:38.173	0.041
06/15/2022 13:34:40	00:11:38.275	0.041
06/15/2022 13:34:40	00:11:38.377	0.041
06/15/2022 13:34:40	00:11:38.478	0.041
06/15/2022 13:34:40	00:11:38.578	0.041
06/15/2022 13:34:40	00:11:38.678	0.041
06/15/2022 13:34:40	00:11:38.778	0.041
06/15/2022 13:34:40	00:11:38.878	0.041
06/15/2022 13:34:40	00:11:38.978	0.041
06/15/2022 13:34:40	00:11:39.081	0.041
06/15/2022 13:34:41	00:11:39.183	0.041
06/15/2022 13:34:41	00:11:39.285	0.041
06/15/2022 13:34:41	00:11:39.387	0.041
06/15/2022 13:34:41	00:11:39.489	0.041
06/15/2022 13:34:41	00:11:39.591	0.041
06/15/2022 13:34:41	00:11:39.693	0.041
06/15/2022 13:34:41	00:11:39.795	0.041
06/15/2022 13:34:41	00:11:39.896	0.041
06/15/2022 13:34:41	00:11:39.996	0.041
06/15/2022 13:34:41	00:11:40.099	0.041
06/15/2022 13:34:42	00:11:40.200	0.041
06/15/2022 13:34:42	00:11:40.302	0.041
06/15/2022 13:34:42	00:11:40.404	0.041
06/15/2022 13:34:42	00:11:40.507	0.041
06/15/2022 13:34:42	00:11:40.609	0.041
06/15/2022 13:34:42	00:11:40.711	0.041
06/15/2022 13:34:42	00:11:40.813	0.041
06/15/2022 13:34:42	00:11:40.915	0.041
06/15/2022 13:34:42	00:11:41.017	0.041
06/15/2022 13:34:42	00:11:41.119	0.041
06/15/2022 13:34:43	00:11:41.220	0.041
06/15/2022 13:34:43	00:11:41.322	0.041
06/15/2022 13:34:43	00:11:41.422	0.041
06/15/2022 13:34:43	00:11:41.522	0.041
06/15/2022 13:34:43	00:11:41.623	0.041
06/15/2022 13:34:43	00:11:41.724	0.041
06/15/2022 13:34:43	00:11:41.826	0.041
06/15/2022 13:34:43	00:11:41.929	0.041
06/15/2022 13:34:43	00:11:42.031	0.041
06/15/2022 13:34:43	00:11:42.133	0.041
06/15/2022 13:34:44	00:11:42.235	0.041
06/15/2022 13:34:44	00:11:42.337	0.041
06/15/2022 13:34:44	00:11:42.439	0.041
06/15/2022 13:34:44	00:11:42.541	0.041
06/15/2022 13:34:44	00:11:42.642	0.041
06/15/2022 13:34:44	00:11:42.744	0.041
06/15/2022 13:34:44	00:11:42.846	0.041
06/15/2022 13:34:44	00:11:42.947	0.041
06/15/2022 13:34:44	00:11:43.048	0.041
06/15/2022 13:34:44	00:11:43.150	0.041
06/15/2022 13:34:45	00:11:43.253	0.041
06/15/2022 13:34:45	00:11:43.355	0.041
06/15/2022 13:34:45	00:11:43.457	0.041
06/15/2022 13:34:45	00:11:43.559	0.041
06/15/2022 13:34:45	00:11:43.661	0.041
06/15/2022 13:34:45	00:11:43.763	0.041
06/15/2022 13:34:45	00:11:43.865	0.041
06/15/2022 13:34:45	00:11:43.966	0.041
06/15/2022 13:34:45	00:11:44.068	0.041
06/15/2022 13:34:45	00:11:44.168	0.041
06/15/2022 13:34:46	00:11:44.268	0.041
06/15/2022 13:34:46	00:11:44.368	0.041
06/15/2022 13:34:46	00:11:44.468	0.041
06/15/2022 13:34:46	00:11:44.570	0.041
06/15/2022 13:34:46	00:11:44.673	0.041
06/15/2022 13:34:46	00:11:44.775	0.041
06/15/2022 13:34:46	00:11:44.877	0.042
06/15/2022 13:34:46	00:11:44.979	0.042
06/15/2022 13:34:46	00:11:45.081	0.042
06/15/2022 13:34:46	00:11:45.183	0.042
06/15/2022 13:34:47	00:11:45.285	0.042
06/15/2022 13:34:47	00:11:45.386	0.042
06/15/2022 13:34:47	00:11:45.486	0.042
06/15/2022 13:34:47	00:11:45.587	0.042
06/15/2022 13:34:47	00:11:45.688	0.042
06/15/2022 13:34:47	00:11:45.788	0.042
06/15/2022 13:34:47	00:11:45.890	0.042
06/15/2022 13:34:47	00:11:45.992	0.042
06/15/2022 13:34:47	00:11:46.094	0.042
06/15/2022 13:34:47	00:11:46.197	0.042
06/15/2022 13:34:48	00:11:46.299	0.042
06/15/2022 13:34:48	00:11:46.401	0.042
06/15/2022 13:34:48	00:11:46.503	0.042
06/15/2022 13:34:48	00:11:46.605	0.042
06/15/2022 13:34:48	00:11:46.707	0.042
06/15/2022 13:34:48	00:11:46.809	0.042
06/15/2022 13:34:48	00:11:46.910	0.042
06/15/2022 13:34:48	00:11:47.010	0.042
06/15/2022 13:34:48	00:11:47.110	0.042
06/15/2022 13:34:48	00:11:47.212	0.042
06/15/2022 13:34:49	00:11:47.314	0.042
06/15/2022 13:34:49	00:11:47.416	0.042
06/15/2022 13:34:49	00:11:47.519	0.042
06/15/2022 13:34:49	00:11:47.621	0.042
06/15/2022 13:34:49	00:11:47.723	0.042
06/15/2022 13:34:49	00:11:47.825	0.042
06/15/2022 13:34:49	00:11:47.927	0.042
06/15/2022 13:34:49	00:11:48.029	0.042
06/15/2022 13:34:49	00:11:48.131	0.042
06/15/2022 13:34:49	00:11:48.232	0.042
06/15/2022 13:34:50	00:11:48.332	0.042
06/15/2022 13:34:50	00:11:48.432	0.042
06/15/2022 13:34:50	00:11:48.532	0.042
06/15/2022 13:34:50	00:11:48.632	0.042
06/15/2022 13:34:50	00:11:48.734	0.042
06/15/2022 13:34:50	00:11:48.836	0.042
06/15/2022 13:34:50	00:11:48.939	0.042
06/15/2022 13:34:50	00:11:49.041	0.042
06/15/2022 13:34:50	00:11:49.143	0.042
06/15/2022 13:34:50	00:11:49.245	0.042
06/15/2022 13:34:51	00:11:49.347	0.042
06/15/2022 13:34:51	00:11:49.449	0.042
